Sample,plant.ID,Target,Cq,group,,,
I.HYD.13.4th,HYD 13,UBQ14,27.00650366,infested,,,
I.HYD.15.2nd,HYD 15,UBQ14,26.08749759,uninfested,,,
I.HYD.15.4th,HYD 15,UBQ14,27.017034,uninfested,,,
I.HYD.16.2nd,HYD 16,UBQ14,26.3346755,uninfested,,,
I.HYD.17.2nd,HYD 17,UBQ14,30.46830306,infested,,,
I.HYD.18.2nd,HYD 18,UBQ14,25.45521691,infested,,,
I.HYD.18.4th,HYD 18,UBQ14,28.4089058,infested,,,
I.HYD.19.4th,HYD 19,UBQ14,28.95283377,uninfested,,,
I.HYD.2.2nd,HYD 2,UBQ14,26.09170029,infested,,,
I.HYD.2.4th,HYD 2,UBQ14,26.49403557,infested,,,
I.HYD.20.2nd,HYD 20,UBQ14,28.27459285,uninfested,,,
I.HYD.20.4th,HYD 20,UBQ14,30.01454035,uninfested,,,
I.HYD.21.2nd,HYD 21,UBQ14,25.04499423,infested,,,
I.HYD.21.4th,HYD 21,UBQ14,24.34850054,infested,,,
I.HYD.22.2nd,HYD 22,UBQ14,23.22416851,infested,,,
I.HYD.22.4th,HYD 22,UBQ14,26.15449671,infested,,,
I.HYD.23.2nd,HYD 23,UBQ14,26.96104803,uninfested,,,
I.HYD.23.4th,HYD 23,UBQ14,25.13596661,uninfested,,,
I.HYD.24.2nd,HYD 24,UBQ14,26.46356706,uninfested,,,
I.HYD.25.2nd,HYD 25,UBQ14,28.96822665,infested,,,
I.HYD.26.2nd,HYD 26,UBQ14,25.61277068,infested,,,
I.HYD.26.4th,HYD 26,UBQ14,25.61453111,infested,,,
I.HYD.27.2nd,HYD 27,UBQ14,26.20262587,uninfested,,,
I.HYD.27.4th,HYD 27,UBQ14,27.30161221,uninfested,,,
I.HYD.28.2nd,HYD 28,UBQ14,27.03071727,uninfested,,,
I.HYD.28.4th,HYD 28,UBQ14,29.9315507,uninfested,,,
I.HYD.3.2nd,HYD 3,UBQ14,27.08542915,uninfested,,,
I.HYD.3.4th,HYD 3,UBQ14,31.11571058,uninfested,,,
I.HYD.4.2nd,HYD 4,UBQ14,22.59993862,uninfested,,,
I.HYD.4.4th,HYD 4,UBQ14,23.69482281,uninfested,,,
I.HYD.5.2nd,HYD 5,UBQ14,23.03156081,infested,,,
I.HYD.5.4th,HYD 5,UBQ14,27.30970661,infested,,,
I.HYD.6.2nd,HYD 6,UBQ14,27.00418268,infested,,,
I.HYD.6.4th,HYD 6,UBQ14,26.58603774,infested,,,
I.HYD.7.2nd,HYD 7,UBQ14,26.59453746,uninfested,,,
I.HYD.8.2nd,HYD 8,UBQ14,26.70754439,uninfested,,,
I.HYD.9.2nd,HYD 9,UBQ14,27.47692474,infested,,,
I.Unif.11.4th,Unif 11,UBQ14,24.58145639,uninfested,,,
I.Unif.15.4th,Unif 15,UBQ14,25.02332921,uninfested,,,
I.Unif.16.2ndd,Unif 16,UBQ14,28.39177741,uninfested,,,
I.Unif.16.4th,Unif 16,UBQ14,29.2070065,uninfested,,,
I.Unif.17.2nd,Unif 17,UBQ14,27.53135875,infested,,,
I.Unif.18.4th,Unif 18,UBQ14,27.48009108,infested,,,
I.Unif.2.2nd,Unif 2,UBQ14,27.51123576,infested,,,
I.Unif.21.4th,Unif 21,UBQ14,25.87790203,infested,,,
I.Unif.24.4th,Unif 24,UBQ14,22.92080155,uninfested,,,
I.Unif.3.4th,Unif 3,UBQ14,25.41222365,uninfested,,,
I.Unif.5.2nd,Unif 5,UBQ14,28.242921,infested,,,
I.Unif.6.2nd,Unif 6,UBQ14,21.82574263,infested,,,
I.Unif.8.4th,Unif 8,UBQ14,26.07875595,uninfested,,,
I.Unif.9.4th,Unif 9,UBQ14,22.39633281,infested,,,
I.GFP.3.2nd,GFP 3,UBQ14,28.12758637,2nd,,,
I.GFP.10.4th,GFP 10,UBQ14,26.37454484,4th,,,
I.GFP.11.2nd,GFP 11,UBQ14,21.7484386,2nd,,,
I.GFP.11.4th,GFP 11,UBQ14,25.61984813,4th,,,
I.GFP.16.4th,GFP 16,UBQ14,29.76931061,4th,,,
I.GFP.17.2nd,GFP 17,UBQ14,28.49457914,2nd,,,
I.GFP.18.4th,GFP 18,UBQ14,21.45037573,4th,,,
I.GFP.19.2nd,GFP 19,UBQ14,26.35831933,2nd,,,
I.GFP.2.2nd,GFP 2,UBQ14,26.28949138,2nd,,,
I.GFP.21.2nd,GFP 21,UBQ14,21.96738337,2nd,,,
I.GFP.22.2nd,GFP 22,UBQ14,26.29932022,2nd,,,
I.GFP.22.4th,GFP 22,UBQ14,28.61251595,4th,,,
I.GFP.23.2nd,GFP 23,UBQ14,25.56203498,2nd,,,
I.GFP.24.2nd,GFP 24,UBQ14,26.98298322,2nd,,,
I.GFP.25.4th,GFP 25,UBQ14,27.81847963,4th,,,
I.GFP.26.4th,GFP 26,UBQ14,22.27537903,4th,,,
I.GFP.27.2nd,GFP 27,UBQ14,28.31971563,2nd,,,
I.GFP.27.4th,GFP 27,UBQ14,27.14437848,4th,,,
I.GFP.4.4th,GFP 4,UBQ14,28.13445607,4th,,,
I.GFP.5.2nd,GFP 5,UBQ14,22.03467854,2nd,,,
I.GFP.7.2nd,GFP 7,UBQ14,26.16254586,2nd,,,
I.GFP.8.4th,GFP 8,UBQ14,29.29945937,4th,,,
I.GFP.9.2nd,GFP 9,UBQ14,27.11548999,2nd,,,
I.GFP.9.4th,GFP 9,UBQ14,26.90343778,4th,,,
I.Unif.1.2nd,Unif 1,UBQ14,29.15870723,2nd,,,
I.Unif.1.4th,Unif 1,UBQ14,27.15030245,4th,,,
I.Unif.11.2nd,Unif 11,UBQ14,27.46366967,2nd,,,
I.Unif.12.2nd,Unif 12,UBQ14,27.29669002,2nd,,,
I.Unif.12.4th,Unif 12,UBQ14,30.06665618,4th,,,
I.Unif.13.2nd,Unif 13,UBQ14,23.32742488,2nd,,,
I.Unif.15.2nd,Unif 15,UBQ14,28.30085336,2nd,,,
I.Unif.18.2nd,Unif 18,UBQ14,21.72262853,2nd,,,
I.Unif.19.2nd,Unif 19,UBQ14,26.75760214,2nd,,,
I.Unif.2.4th,Unif 2,UBQ14,27.15052442,4th,,,
I.Unif.20.2nd,Unif 20,UBQ14,27.00356852,2nd,,,
I.Unif.23.2nd,Unif 23,UBQ14,22.49094774,2nd,,,
I.Unif.24.2nd,Unif 24,UBQ14,29.18950899,2nd,,,
I.Unif.3.2nd,Unif 3,UBQ14,26.23712113,2nd,,,
I.Unif.7.2nd,Unif 7,UBQ14,26.9212219,2nd,,,
I.Unif.7.4th,Unif 7,UBQ14,27.70725326,4th,,,
I.Unif.8.2nd,Unif 8,UBQ14,27.23864082,2nd,,,
I.Unif.9.2nd,Unif 9,UBQ14,26.1472127,2nd,,,
Unif.21.2nd,21 2nd,UBQ14,26.24098362,2nd,,,
I.GFP.10.2nd,GFP 10,UBQ14,19.81488575,2nd,,,
I.GFP.12.2nd,GFP 12,UBQ14,26.41308454,2nd,,,
I.GFP.13.2nd,GFP 13,UBQ14,26.35853136,2nd,,,
I.GFP.13.4th,GFP 13,UBQ14,27.5072296,4th,,,
I.GFP.14.2nd,GFP 14,UBQ14,26.79471736,2nd,,,
I.GFP.14.4th,GFP 14,UBQ14,31.46006883,4th,,,
I.GFP.15.2nd,GFP 15,UBQ14,27.467267,2nd,,,
I.GFP.18.2nd,GFP 18,UBQ14,20.86723086,2nd,,,
I.GFP.19.4th,GFP 19,UBQ14,31.40015118,4th,,,
I.GFP.20.2nd,GFP 20,UBQ14,25.42157441,2nd,,,
I.GFP.25.2nd,GFP 25,UBQ14,25.96346451,2nd,,,
I.GFP.26.2nd,GFP 26,UBQ14,22.2729243,2nd,,,
I.GFP.28.2nd,GFP 28,UBQ14,29.01101597,2nd,,,
I.GFP.3.4th,GFP 3,UBQ14,26.60634761,4th,,,
I.GFP.4.2nd,GFP 4,UBQ14,26.10601514,2nd,,,
I.GFP.7.4th,GFP 7,UBQ14,29.38487307,4th,,,
I.GFP.8.2nd,GFP 8,UBQ14,28.47011684,2nd,,,
I.GFP1.2nd,GFP 1,UBQ14,23.71246602,2nd,,,
I.HYD.1.2nd,HYD 1,UBQ14,26.28886032,2nd,,,
I.HYD.1.4th,HYD 1,UBQ14,29.20273248,4th,,,
I.HYD.10.2nd,HYD 10,UBQ14,25.62205918,2nd,,,
I.HYD.10.4th,HYD 10,UBQ14,21.29326,4th,,,
I.HYD.11.2nd,HYD 11,UBQ14,27.39393634,2nd,,,
I.HYD.11.4th,HYD 11,UBQ14,23.42408997,4th,,,
I.HYD.12.2nd,HYD 12,UBQ14,21.62813499,2nd,,,
I.HYD.12.4th,HYD 12,UBQ14,33.67470646,4th,,,
I.HYD.13.2nd,HYD 13,UBQ14,26.05886876,2nd,,,
I.HYD.13.4th,HYD 13,UBQ14,27.00650366,4th,,,
I.HYD.15.2nd,HYD 15,UBQ14,26.08749759,2nd,,,
I.HYD.15.4th,HYD 15,UBQ14,27.017034,4th,,,
I.HYD.16.2nd,HYD 16,UBQ14,26.3346755,2nd,,,
I.HYD.17.2nd,HYD 17,UBQ14,30.46830306,2nd,,,
I.HYD.18.2nd,HYD 18,UBQ14,25.45521691,2nd,,,
I.HYD.18.4th,HYD 18,UBQ14,28.4089058,4th,,,
I.HYD.19.4th,HYD 19,UBQ14,28.95283377,4th,,,
I.HYD.2.2nd,HYD 2,UBQ14,26.09170029,2nd,,,
I.HYD.2.4th,HYD 2,UBQ14,26.49403557,4th,,,
I.HYD.20.2nd,HYD 20,UBQ14,28.27459285,2nd,,,
I.HYD.20.4th,HYD 20,UBQ14,30.01454035,4th,,,
I.HYD.21.2nd,HYD 21,UBQ14,25.04499423,2nd,,,
I.HYD.21.4th,HYD 21,UBQ14,24.34850054,4th,,,
I.HYD.22.2nd,HYD 22,UBQ14,23.22416851,2nd,,,
I.HYD.22.4th,HYD 22,UBQ14,26.15449671,4th,,,
I.HYD.23.2nd,HYD 23,UBQ14,26.96104803,2nd,,,
I.HYD.23.4th,HYD 23,UBQ14,25.13596661,4th,,,
I.HYD.24.2nd,HYD 24,UBQ14,26.46356706,2nd,,,
I.HYD.25.2nd,HYD 25,UBQ14,28.96822665,2nd,,,
I.HYD.26.2nd,HYD 26,UBQ14,25.61277068,2nd,,,
I.HYD.26.4th,HYD 26,UBQ14,25.61453111,4th,,,
I.HYD.27.2nd,HYD 27,UBQ14,26.20262587,2nd,,,
I.HYD.27.4th,HYD 27,UBQ14,27.30161221,4th,,,
I.HYD.28.2nd,HYD 28,UBQ14,27.03071727,2nd,,,
I.HYD.28.4th,HYD 28,UBQ14,29.9315507,4th,,,
I.HYD.3.2nd,HYD 3,UBQ14,27.08542915,2nd,,,
I.HYD.3.4th,HYD 3,UBQ14,31.11571058,4th,,,
I.HYD.4.2nd,HYD 4,UBQ14,22.59993862,2nd,,,
I.HYD.4.4th,HYD 4,UBQ14,23.69482281,4th,,,
I.HYD.5.2nd,HYD 5,UBQ14,23.03156081,2nd,,,
I.HYD.5.4th,HYD 5,UBQ14,27.30970661,4th,,,
I.HYD.6.2nd,HYD 6,UBQ14,27.00418268,2nd,,,
I.HYD.6.4th,HYD 6,UBQ14,26.58603774,4th,,,
I.HYD.7.2nd,HYD 7,UBQ14,26.59453746,2nd,,,
I.HYD.8.2nd,HYD 8,UBQ14,26.70754439,2nd,,,
I.HYD.9.2nd,HYD 9,UBQ14,27.47692474,2nd,,,
I.Unif.11.4th,Unif 11,UBQ14,24.58145639,4th,,,
I.Unif.15.4th,Unif 15,UBQ14,25.02332921,4th,,,
I.Unif.16.2ndd,Unif 16,UBQ14,28.39177741,2ndd,,,
I.Unif.16.4th,Unif 16,UBQ14,29.2070065,4th,,,
I.Unif.17.2nd,Unif 17,UBQ14,27.53135875,2nd,,,
I.Unif.18.4th,Unif 18,UBQ14,27.48009108,4th,,,
I.Unif.2.2nd,Unif 2,UBQ14,27.51123576,2nd,,,
I.Unif.21.4th,Unif 21,UBQ14,25.87790203,4th,,,
I.Unif.24.4th,Unif 24,UBQ14,22.92080155,4th,,,
I.Unif.3.4th,Unif 3,UBQ14,25.41222365,4th,,,
I.Unif.5.2nd,Unif 5,UBQ14,28.242921,2nd,,,
I.Unif.6.2nd,Unif 6,UBQ14,21.82574263,2nd,,,
I.Unif.8.4th,Unif 8,UBQ14,26.07875595,4th,,,
I.Unif.9.4th,Unif 9,UBQ14,22.39633281,4th,,,
I.GFP.3.2nd,GFP 3,UBQ14,28.12758637,fourteen,,,
I.GFP.10.4th,GFP 10,UBQ14,26.37454484,twenty-one,,,
I.GFP.11.2nd,GFP 11,UBQ14,21.7484386,fourteen,,,
I.GFP.11.4th,GFP 11,UBQ14,25.61984813,fourteen,,,
I.GFP.16.4th,GFP 16,UBQ14,29.76931061,twenty-one,,,
I.GFP.17.2nd,GFP 17,UBQ14,28.49457914,fourteen,,,
I.GFP.18.4th,GFP 18,UBQ14,21.45037573,twenty-one,,,
I.GFP.19.2nd,GFP 19,UBQ14,26.35831933,fourteen,,,
I.GFP.2.2nd,GFP 2,UBQ14,26.28949138,twenty-one,,,
I.GFP.21.2nd,GFP 21,UBQ14,21.96738337,fourteen,,,
I.GFP.22.2nd,GFP 22,UBQ14,26.29932022,twenty-one,,,
I.GFP.22.4th,GFP 22,UBQ14,28.61251595,twenty-one,,,
I.GFP.23.2nd,GFP 23,UBQ14,25.56203498,fourteen,,,
I.GFP.24.2nd,GFP 24,UBQ14,26.98298322,twenty-one,,,
I.GFP.25.4th,GFP 25,UBQ14,27.81847963,fourteen,,,
I.GFP.26.4th,GFP 26,UBQ14,22.27537903,twenty-one,,,
I.GFP.27.2nd,GFP 27,UBQ14,28.31971563,fourteen,,,
I.GFP.27.4th,GFP 27,UBQ14,27.14437848,fourteen,,,
I.GFP.4.4th,GFP 4,UBQ14,28.13445607,twenty-one,,,
I.GFP.5.2nd,GFP 5,UBQ14,22.03467854,fourteen,,,
I.GFP.7.2nd,GFP 7,UBQ14,26.16254586,fourteen,,,
I.GFP.8.4th,GFP 8,UBQ14,29.29945937,twenty-one,,,
I.GFP.9.2nd,GFP 9,UBQ14,27.11548999,fourteen,,,
I.GFP.9.4th,GFP 9,UBQ14,26.90343778,fourteen,,,
I.Unif.1.2nd,Unif 1,UBQ14,29.15870723,fourteen,,,
I.Unif.1.4th,Unif 1,UBQ14,27.15030245,fourteen,,,
I.Unif.11.2nd,Unif 11,UBQ14,27.46366967,fourteen,,,
I.Unif.12.2nd,Unif 12,UBQ14,27.29669002,twenty-one,,,
I.Unif.12.4th,Unif 12,UBQ14,30.06665618,twenty-one,,,
I.Unif.13.2nd,Unif 13,UBQ14,23.32742488,fourteen,,,
I.Unif.15.2nd,Unif 15,UBQ14,28.30085336,fourteen,,,
I.Unif.18.2nd,Unif 18,UBQ14,21.72262853,twenty-one,,,
I.Unif.19.2nd,Unif 19,UBQ14,26.75760214,fourteen,,,
I.Unif.2.4th,Unif 2,UBQ14,27.15052442,twenty-one,,,
I.Unif.20.2nd,Unif 20,UBQ14,27.00356852,twenty-one,,,
I.Unif.23.2nd,Unif 23,UBQ14,22.49094774,fourteen,,,
I.Unif.24.2nd,Unif 24,UBQ14,29.18950899,twenty-one,,,
I.Unif.3.2nd,Unif 3,UBQ14,26.23712113,fourteen,,,
I.Unif.7.2nd,Unif 7,UBQ14,26.9212219,fourteen,,,
I.Unif.7.4th,Unif 7,UBQ14,27.70725326,fourteen,,,
I.Unif.8.2nd,Unif 8,UBQ14,27.23864082,twenty-one,,,
I.Unif.9.2nd,Unif 9,UBQ14,26.1472127,fourteen,,,
Unif.21.2nd,21 2nd,UBQ14,26.24098362,fourteen,,,
I.GFP.10.2nd,GFP 10,UBQ14,19.81488575,twenty-one,,,
I.GFP.12.2nd,GFP 12,UBQ14,26.41308454,twenty-one,,,
I.GFP.13.2nd,GFP 13,UBQ14,26.35853136,fourteen,,,
I.GFP.13.4th,GFP 13,UBQ14,27.5072296,fourteen,,,
I.GFP.14.2nd,GFP 14,UBQ14,26.79471736,twenty-one,,,
I.GFP.14.4th,GFP 14,UBQ14,31.46006883,twenty-one,,,
I.GFP.15.2nd,GFP 15,UBQ14,27.467267,fourteen,,,
I.GFP.18.2nd,GFP 18,UBQ14,20.86723086,twenty-one,,,
I.GFP.19.4th,GFP 19,UBQ14,31.40015118,fourteen,,,
I.GFP.20.2nd,GFP 20,UBQ14,25.42157441,twenty-one,,,
I.GFP.25.2nd,GFP 25,UBQ14,25.96346451,fourteen,,,
I.GFP.26.2nd,GFP 26,UBQ14,22.2729243,twenty-one,,,
I.GFP.28.2nd,GFP 28,UBQ14,29.01101597,twenty-one,,,
I.GFP.3.4th,GFP 3,UBQ14,26.60634761,fourteen,,,
I.GFP.4.2nd,GFP 4,UBQ14,26.10601514,twenty-one,,,
I.GFP.7.4th,GFP 7,UBQ14,29.38487307,fourteen,,,
I.GFP.8.2nd,GFP 8,UBQ14,28.47011684,twenty-one,,,
I.GFP1.2nd,GFP 1,UBQ14,23.71246602,fourteen,,,
I.HYD.1.2nd,HYD 1,UBQ14,26.28886032,fourteen,,,
I.HYD.1.4th,HYD 1,UBQ14,29.20273248,fourteen,,,
I.HYD.10.2nd,HYD 10,UBQ14,25.62205918,twenty-one,,,
I.HYD.10.4th,HYD 10,UBQ14,21.29326,twenty-one,,,
I.HYD.11.2nd,HYD 11,UBQ14,27.39393634,fourteen,,,
I.HYD.11.4th,HYD 11,UBQ14,23.42408997,fourteen,,,
I.HYD.12.2nd,HYD 12,UBQ14,21.62813499,twenty-one,,,
I.HYD.12.4th,HYD 12,UBQ14,33.67470646,twenty-one,,,
I.HYD.13.2nd,HYD 13,UBQ14,26.05886876,fourteen,,,
I.HYD.13.4th,HYD 13,UBQ14,27.00650366,fourteen,,,
I.HYD.15.2nd,HYD 15,UBQ14,26.08749759,fourteen,,,
I.HYD.15.4th,HYD 15,UBQ14,27.017034,fourteen,,,
I.HYD.16.2nd,HYD 16,UBQ14,26.3346755,twenty-one,,,
I.HYD.17.2nd,HYD 17,UBQ14,30.46830306,fourteen,,,
I.HYD.18.2nd,HYD 18,UBQ14,25.45521691,twenty-one,,,
I.HYD.18.4th,HYD 18,UBQ14,28.4089058,twenty-one,,,
I.HYD.19.4th,HYD 19,UBQ14,28.95283377,fourteen,,,
I.HYD.2.2nd,HYD 2,UBQ14,26.09170029,twenty-one,,,
I.HYD.2.4th,HYD 2,UBQ14,26.49403557,twenty-one,,,
I.HYD.20.2nd,HYD 20,UBQ14,28.27459285,twenty-one,,,
I.HYD.20.4th,HYD 20,UBQ14,30.01454035,twenty-one,,,
I.HYD.21.2nd,HYD 21,UBQ14,25.04499423,fourteen,,,
I.HYD.21.4th,HYD 21,UBQ14,24.34850054,fourteen,,,
I.HYD.22.2nd,HYD 22,UBQ14,23.22416851,twenty-one,,,
I.HYD.22.4th,HYD 22,UBQ14,26.15449671,twenty-one,,,
I.HYD.23.2nd,HYD 23,UBQ14,26.96104803,fourteen,,,
I.HYD.23.4th,HYD 23,UBQ14,25.13596661,fourteen,,,
I.HYD.24.2nd,HYD 24,UBQ14,26.46356706,twenty-one,,,
I.HYD.25.2nd,HYD 25,UBQ14,28.96822665,fourteen,,,
I.HYD.26.2nd,HYD 26,UBQ14,25.61277068,twenty-one,,,
I.HYD.26.4th,HYD 26,UBQ14,25.61453111,twenty-one,,,
I.HYD.27.2nd,HYD 27,UBQ14,26.20262587,fourteen,,,
I.HYD.27.4th,HYD 27,UBQ14,27.30161221,fourteen,,,
I.HYD.28.2nd,HYD 28,UBQ14,27.03071727,twenty-one,,,
I.HYD.28.4th,HYD 28,UBQ14,29.9315507,twenty-one,,,
I.HYD.3.2nd,HYD 3,UBQ14,27.08542915,fourteen,,,
I.HYD.3.4th,HYD 3,UBQ14,31.11571058,fourteen,,,
I.HYD.4.2nd,HYD 4,UBQ14,22.59993862,twenty-one,,,
I.HYD.4.4th,HYD 4,UBQ14,23.69482281,twenty-one,,,
I.HYD.5.2nd,HYD 5,UBQ14,23.03156081,fourteen,,,
I.HYD.5.4th,HYD 5,UBQ14,27.30970661,fourteen,,,
I.HYD.6.2nd,HYD 6,UBQ14,27.00418268,twenty-one,,,
I.HYD.6.4th,HYD 6,UBQ14,26.58603774,twenty-one,,,
I.HYD.7.2nd,HYD 7,UBQ14,26.59453746,fourteen,,,
I.HYD.8.2nd,HYD 8,UBQ14,26.70754439,twenty-one,,,
I.HYD.9.2nd,HYD 9,UBQ14,27.47692474,fourteen,,,
I.Unif.11.4th,Unif 11,UBQ14,24.58145639,fourteen,,,
I.Unif.15.4th,Unif 15,UBQ14,25.02332921,fourteen,,,
I.Unif.16.2ndd,Unif 16,UBQ14,28.39177741,twenty-one,,,
I.Unif.16.4th,Unif 16,UBQ14,29.2070065,twenty-one,,,
I.Unif.17.2nd,Unif 17,UBQ14,27.53135875,fourteen,,,
I.Unif.18.4th,Unif 18,UBQ14,27.48009108,twenty-one,,,
I.Unif.2.2nd,Unif 2,UBQ14,27.51123576,fourteen,,,
I.Unif.21.4th,Unif 21,UBQ14,25.87790203,fourteen,,,
I.Unif.24.4th,Unif 24,UBQ14,22.92080155,twenty-one,,,
I.Unif.3.4th,Unif 3,UBQ14,25.41222365,fourteen,,,
I.Unif.5.2nd,Unif 5,UBQ14,28.242921,fourteen,,,
I.Unif.6.2nd,Unif 6,UBQ14,21.82574263,twenty-one,,,
I.Unif.8.4th,Unif 8,UBQ14,26.07875595,twenty-one,,,
I.Unif.9.4th,Unif 9,UBQ14,22.39633281,fourteen,,,
I.GFP.3.2nd,GFP 3,UBQ14,28.12758637,complete,,,
I.GFP.10.4th,GFP 10,UBQ14,26.37454484,complete,,,
I.GFP.11.2nd,GFP 11,UBQ14,21.7484386,complete,,,
I.GFP.11.4th,GFP 11,UBQ14,25.61984813,complete,,,
I.GFP.16.4th,GFP 16,UBQ14,29.76931061,complete,,,
I.GFP.17.2nd,GFP 17,UBQ14,28.49457914,complete,,,
I.GFP.18.4th,GFP 18,UBQ14,21.45037573,complete,,,
I.GFP.19.2nd,GFP 19,UBQ14,26.35831933,complete,,,
I.GFP.2.2nd,GFP 2,UBQ14,26.28949138,complete,,,
I.GFP.21.2nd,GFP 21,UBQ14,21.96738337,complete,,,
I.GFP.22.2nd,GFP 22,UBQ14,26.29932022,complete,,,
I.GFP.22.4th,GFP 22,UBQ14,28.61251595,complete,,,
I.GFP.23.2nd,GFP 23,UBQ14,25.56203498,complete,,,
I.GFP.24.2nd,GFP 24,UBQ14,26.98298322,complete,,,
I.GFP.25.4th,GFP 25,UBQ14,27.81847963,complete,,,
I.GFP.26.4th,GFP 26,UBQ14,22.27537903,complete,,,
I.GFP.27.2nd,GFP 27,UBQ14,28.31971563,complete,,,
I.GFP.27.4th,GFP 27,UBQ14,27.14437848,complete,,,
I.GFP.4.4th,GFP 4,UBQ14,28.13445607,complete,,,
I.GFP.5.2nd,GFP 5,UBQ14,22.03467854,complete,,,
I.GFP.7.2nd,GFP 7,UBQ14,26.16254586,complete,,,
I.GFP.8.4th,GFP 8,UBQ14,29.29945937,complete,,,
I.GFP.9.2nd,GFP 9,UBQ14,27.11548999,complete,,,
I.GFP.9.4th,GFP 9,UBQ14,26.90343778,complete,,,
I.Unif.1.2nd,Unif 1,UBQ14,29.15870723,complete,,,
I.Unif.1.4th,Unif 1,UBQ14,27.15030245,complete,,,
I.Unif.11.2nd,Unif 11,UBQ14,27.46366967,complete,,,
I.Unif.12.2nd,Unif 12,UBQ14,27.29669002,complete,,,
I.Unif.12.4th,Unif 12,UBQ14,30.06665618,complete,,,
I.Unif.13.2nd,Unif 13,UBQ14,23.32742488,complete,,,
I.Unif.15.2nd,Unif 15,UBQ14,28.30085336,complete,,,
I.Unif.18.2nd,Unif 18,UBQ14,21.72262853,complete,,,
I.Unif.19.2nd,Unif 19,UBQ14,26.75760214,complete,,,
I.Unif.2.4th,Unif 2,UBQ14,27.15052442,complete,,,
I.Unif.20.2nd,Unif 20,UBQ14,27.00356852,complete,,,
I.Unif.23.2nd,Unif 23,UBQ14,22.49094774,complete,,,
I.Unif.24.2nd,Unif 24,UBQ14,29.18950899,complete,,,
I.Unif.3.2nd,Unif 3,UBQ14,26.23712113,complete,,,
I.Unif.7.2nd,Unif 7,UBQ14,26.9212219,complete,,,
I.Unif.7.4th,Unif 7,UBQ14,27.70725326,complete,,,
I.Unif.8.2nd,Unif 8,UBQ14,27.23864082,complete,,,
I.Unif.9.2nd,Unif 9,UBQ14,26.1472127,complete,,,
Unif.21.2nd,21 2nd,UBQ14,26.24098362,complete,,,
I.GFP.10.2nd,GFP 10,UBQ14,19.81488575,complete,,,
I.GFP.12.2nd,GFP 12,UBQ14,26.41308454,complete,,,
I.GFP.13.2nd,GFP 13,UBQ14,26.35853136,complete,,,
I.GFP.13.4th,GFP 13,UBQ14,27.5072296,complete,,,
I.GFP.14.2nd,GFP 14,UBQ14,26.79471736,complete,,,
I.GFP.14.4th,GFP 14,UBQ14,31.46006883,complete,,,
I.GFP.15.2nd,GFP 15,UBQ14,27.467267,complete,,,
I.GFP.18.2nd,GFP 18,UBQ14,20.86723086,complete,,,
I.GFP.19.4th,GFP 19,UBQ14,31.40015118,complete,,,
I.GFP.20.2nd,GFP 20,UBQ14,25.42157441,complete,,,
I.GFP.25.2nd,GFP 25,UBQ14,25.96346451,complete,,,
I.GFP.26.2nd,GFP 26,UBQ14,22.2729243,complete,,,
I.GFP.28.2nd,GFP 28,UBQ14,29.01101597,complete,,,
I.GFP.3.4th,GFP 3,UBQ14,26.60634761,complete,,,
I.GFP.4.2nd,GFP 4,UBQ14,26.10601514,complete,,,
I.GFP.7.4th,GFP 7,UBQ14,29.38487307,complete,,,
I.GFP.8.2nd,GFP 8,UBQ14,28.47011684,complete,,,
I.GFP1.2nd,GFP 1,UBQ14,23.71246602,complete,,,
I.HYD.1.2nd,HYD 1,UBQ14,26.28886032,complete,,,
I.HYD.1.4th,HYD 1,UBQ14,29.20273248,complete,,,
I.HYD.10.2nd,HYD 10,UBQ14,25.62205918,complete,,,
I.HYD.10.4th,HYD 10,UBQ14,21.29326,complete,,,
I.HYD.11.2nd,HYD 11,UBQ14,27.39393634,complete,,,
I.HYD.11.4th,HYD 11,UBQ14,23.42408997,complete,,,
I.HYD.12.2nd,HYD 12,UBQ14,21.62813499,complete,,,
I.HYD.12.4th,HYD 12,UBQ14,33.67470646,complete,,,
I.HYD.13.2nd,HYD 13,UBQ14,26.05886876,complete,,,
I.HYD.13.4th,HYD 13,UBQ14,27.00650366,complete,,,
I.HYD.15.2nd,HYD 15,UBQ14,26.08749759,complete,,,
I.HYD.15.4th,HYD 15,UBQ14,27.017034,complete,,,
I.HYD.16.2nd,HYD 16,UBQ14,26.3346755,complete,,,
I.HYD.17.2nd,HYD 17,UBQ14,30.46830306,complete,,,
I.HYD.18.2nd,HYD 18,UBQ14,25.45521691,complete,,,
I.HYD.18.4th,HYD 18,UBQ14,28.4089058,complete,,,
I.HYD.19.4th,HYD 19,UBQ14,28.95283377,complete,,,
I.HYD.2.2nd,HYD 2,UBQ14,26.09170029,complete,,,
I.HYD.2.4th,HYD 2,UBQ14,26.49403557,complete,,,
I.HYD.20.2nd,HYD 20,UBQ14,28.27459285,complete,,,
I.HYD.20.4th,HYD 20,UBQ14,30.01454035,complete,,,
I.HYD.21.2nd,HYD 21,UBQ14,25.04499423,complete,,,
I.HYD.21.4th,HYD 21,UBQ14,24.34850054,complete,,,
I.HYD.22.2nd,HYD 22,UBQ14,23.22416851,complete,,,
I.HYD.22.4th,HYD 22,UBQ14,26.15449671,complete,,,
I.HYD.23.2nd,HYD 23,UBQ14,26.96104803,complete,,,
I.HYD.23.4th,HYD 23,UBQ14,25.13596661,complete,,,
