Sample,plant.ID,Target,Cq,group,,,
I.Unif.3.2nd,Unif 3,HYD1,27.88860791,2nd,,,
I.Unif.7.2nd,Unif 7,HYD1,27.64646866,2nd,,,
I.Unif.7.4th,Unif 7,HYD1,28.29135575,4th,,,
I.Unif.8.2nd,Unif 8,HYD1,28.7062938,2nd,,,
I.Unif.9.2nd,Unif 9,HYD1,27.14059543,2nd,,,
Unif.21.2nd,21 2nd,HYD1,27.24691539,2nd,,,
I.GFP.10.2nd,GFP 10,HYD1,24.75572693,2nd,,,
I.GFP.12.2nd,GFP 12,HYD1,28.01656992,2nd,,,
I.GFP.13.2nd,GFP 13,HYD1,27.33027217,2nd,,,
I.GFP.13.4th,GFP 13,HYD1,27.99245196,4th,,,
I.GFP.14.2nd,GFP 14,HYD1,27.55031439,2nd,,,
I.GFP.14.4th,GFP 14,HYD1,31.10251277,4th,,,
I.GFP.18.2nd,GFP 18,HYD1,25.78187189,2nd,,,
I.GFP.20.2nd,GFP 20,HYD1,27.46027175,2nd,,,
I.GFP.25.2nd,GFP 25,HYD1,26.99328588,2nd,,,
I.GFP.26.2nd,GFP 26,HYD1,27.35118107,2nd,,,
I.GFP.28.2nd,GFP 28,HYD1,30.64577811,2nd,,,
I.GFP.3.4th,GFP 3,HYD1,30.17041083,4th,,,
I.GFP.4.2nd,GFP 4,HYD1,28.64730948,2nd,,,
I.GFP.7.4th,GFP 7,HYD1,29.8799614,4th,,,
I.GFP.8.2nd,GFP 8,HYD1,29.93346837,2nd,,,
I.GFP1.2nd,GFP 1,HYD1,27.62933686,2nd,,,
I.HYD.1.2nd,HYD 1,HYD1,30.08757839,2nd,,,
I.HYD.1.4th,HYD 1,HYD1,32.13247915,4th,,,
I.HYD.10.2nd,HYD 10,HYD1,28.25888667,2nd,,,
I.HYD.10.4th,HYD 10,HYD1,26.47697341,4th,,,
I.HYD.11.4th,HYD 11,HYD1,31.37750714,4th,,,
I.HYD.12.2nd,HYD 12,HYD1,30.16349455,2nd,,,
I.HYD.13.2nd,HYD 13,HYD1,28.62633826,2nd,,,
I.HYD.13.4th,HYD 13,HYD1,30.235372,4th,,,
I.HYD.15.2nd,HYD 15,HYD1,29.3109237,2nd,,,
I.HYD.15.4th,HYD 15,HYD1,27.97137857,4th,,,
I.HYD.16.2nd,HYD 16,HYD1,29.83071064,2nd,,,
I.HYD.17.2nd,HYD 17,HYD1,33.26268572,2nd,,,
I.HYD.18.2nd,HYD 18,HYD1,28.45935169,2nd,,,
I.HYD.18.4th,HYD 18,HYD1,30.36417428,4th,,,
I.HYD.19.4th,HYD 19,HYD1,31.95237387,4th,,,
I.HYD.2.2nd,HYD 2,HYD1,29.62826274,2nd,,,
I.HYD.2.4th,HYD 2,HYD1,28.97125728,4th,,,
I.HYD.20.2nd,HYD 20,HYD1,30.38308369,2nd,,,
I.HYD.21.2nd,HYD 21,HYD1,32.20507186,2nd,,,
I.HYD.21.4th,HYD 21,HYD1,34.34403278,4th,,,
I.HYD.22.2nd,HYD 22,HYD1,33.36546852,2nd,,,
I.HYD.22.4th,HYD 22,HYD1,28.12645317,4th,,,
I.HYD.23.2nd,HYD 23,HYD1,30.82022631,2nd,,,
I.HYD.23.4th,HYD 23,HYD1,28.31657789,4th,,,
I.HYD.24.2nd,HYD 24,HYD1,30.77399547,2nd,,,
I.HYD.25.2nd,HYD 25,HYD1,31.08092626,2nd,,,
I.HYD.26.2nd,HYD 26,HYD1,29.99578543,2nd,,,
I.HYD.26.4th,HYD 26,HYD1,25.84837095,4th,,,
I.HYD.27.2nd,HYD 27,HYD1,28.71886767,2nd,,,
I.HYD.27.4th,HYD 27,HYD1,29.37607742,4th,,,
I.HYD.28.2nd,HYD 28,HYD1,30.1216258,2nd,,,
I.HYD.28.4th,HYD 28,HYD1,30.5582787,4th,,,
I.HYD.3.2nd,HYD 3,HYD1,30.89993034,2nd,,,
I.HYD.3.4th,HYD 3,HYD1,35.24957129,4th,,,
I.HYD.4.2nd,HYD 4,HYD1,28.1316548,2nd,,,
I.HYD.4.4th,HYD 4,HYD1,30.07067005,4th,,,
I.HYD.5.2nd,HYD 5,HYD1,30.14993316,2nd,,,
I.HYD.5.4th,HYD 5,HYD1,31.96324247,4th,,,
I.HYD.6.2nd,HYD 6,HYD1,31.41793994,2nd,,,
I.HYD.6.4th,HYD 6,HYD1,29.8468892,4th,,,
I.HYD.7.2nd,HYD 7,HYD1,30.16107014,2nd,,,
I.HYD.8.2nd,HYD 8,HYD1,29.6920111,2nd,,,
I.HYD.9.2nd,HYD 9,HYD1,28.192618,2nd,,,
I.Unif.11.4th,Unif 11,HYD1,28.39497764,4th,,,
I.Unif.15.4th,Unif 15,HYD1,25.80934657,4th,,,
I.Unif.16.2ndd,Unif 16,HYD1,29.6939417,2ndd,,,
I.Unif.16.4th,Unif 16,HYD1,32.54166891,4th,,,
I.Unif.17.2nd,Unif 17,HYD1,27.44772715,2nd,,,
I.Unif.18.4th,Unif 18,HYD1,29.07522059,4th,,,
I.Unif.2.2nd,Unif 2,HYD1,28.56958314,2nd,,,
I.Unif.20.4th,Unif 20,HYD1,32.07683617,4th,,,
I.Unif.21.4th,Unif 21,HYD1,30.62031182,4th,,,
I.Unif.24.4th,Unif 24,HYD1,26.37025672,4th,,,
I.Unif.3.4th,Unif 3,HYD1,26.44245705,4th,,,
I.Unif.5.2nd,Unif 5,HYD1,28.56382988,2nd,,,
I.Unif.6.2nd,Unif 6,HYD1,26.5447408,2nd,,,
I.Unif.8.4th,Unif 8,HYD1,26.47470309,4th,,,
I.Unif.9.4th,Unif 9,HYD1,26.88745543,4th,,,
I.GFP.3.2nd,GFP 3,HYD1,29.37263565,fourteen,,,
I.GFP.10.4th,GFP 10,HYD1,25.88854026,twenty-one,,,
I.GFP.11.2nd,GFP 11,HYD1,27.47270415,fourteen,,,
I.GFP.11.4th,GFP 11,HYD1,26.79758171,fourteen,,,
I.GFP.16.2nd,GFP 16,HYD1,27.24429757,twenty-one,,,
I.GFP.16.4th,GFP 16,HYD1,30.48789831,twenty-one,,,
I.GFP.17.2nd,GFP 17,HYD1,28.89340659,fourteen,,,
I.GFP.18.4th,GFP 18,HYD1,25.9862156,twenty-one,,,
I.GFP.19.2nd,GFP 19,HYD1,27.93051164,fourteen,,,
I.GFP.2.2nd,GFP 2,HYD1,26.99731792,twenty-one,,,
I.GFP.21.2nd,GFP 21,HYD1,27.07841895,fourteen,,,
I.GFP.22.2nd,GFP 22,HYD1,26.21867791,twenty-one,,,
I.GFP.22.4th,GFP 22,HYD1,29.15958784,twenty-one,,,
I.GFP.23.2nd,GFP 23,HYD1,28.06554543,fourteen,,,
I.GFP.24.2nd,GFP 24,HYD1,28.22553404,twenty-one,,,
I.GFP.25.4th,GFP 25,HYD1,27.75019103,fourteen,,,
I.GFP.26.4th,GFP 26,HYD1,28.02911591,twenty-one,,,
I.GFP.27.2nd,GFP 27,HYD1,29.16945581,fourteen,,,
I.GFP.27.4th,GFP 27,HYD1,27.76644653,fourteen,,,
I.GFP.4.4th,GFP 4,HYD1,30.22429573,twenty-one,,,
I.GFP.5.2nd,GFP 5,HYD1,26.41746279,fourteen,,,
I.GFP.7.2nd,GFP 7,HYD1,27.69421628,fourteen,,,
I.GFP.8.4th,GFP 8,HYD1,29.39442974,twenty-one,,,
I.GFP.9.2nd,GFP 9,HYD1,28.15494896,fourteen,,,
I.GFP.9.4th,GFP 9,HYD1,27.24178688,fourteen,,,
I.Unif.1.2nd,Unif 1,HYD1,29.20945542,fourteen,,,
I.Unif.1.4th,Unif 1,HYD1,26.57456061,fourteen,,,
I.Unif.11.2nd,Unif 11,HYD1,27.54252109,fourteen,,,
I.Unif.12.2nd,Unif 12,HYD1,28.76228406,twenty-one,,,
I.Unif.12.4th,Unif 12,HYD1,28.81758293,twenty-one,,,
I.Unif.13.2nd,Unif 13,HYD1,27.49244466,fourteen,,,
I.Unif.15.2nd,Unif 15,HYD1,29.84250789,fourteen,,,
I.Unif.18.2nd,Unif 18,HYD1,26.66767683,twenty-one,,,
I.Unif.19.2nd,Unif 19,HYD1,28.66613246,fourteen,,,
I.Unif.2.4th,Unif 2,HYD1,27.14798387,twenty-one,,,
I.Unif.20.2nd,Unif 20,HYD1,27.35336543,twenty-one,,,
I.Unif.23.2nd,Unif 23,HYD1,28.86760385,fourteen,,,
I.Unif.24.2nd,Unif 24,HYD1,30.30986165,twenty-one,,,
I.Unif.3.2nd,Unif 3,HYD1,27.88860791,fourteen,,,
I.Unif.7.2nd,Unif 7,HYD1,27.64646866,fourteen,,,
I.Unif.7.4th,Unif 7,HYD1,28.29135575,fourteen,,,
I.Unif.8.2nd,Unif 8,HYD1,28.7062938,twenty-one,,,
I.Unif.9.2nd,Unif 9,HYD1,27.14059543,fourteen,,,
Unif.21.2nd,21 2nd,HYD1,27.24691539,fourteen,,,
I.GFP.10.2nd,GFP 10,HYD1,24.75572693,twenty-one,,,
I.GFP.12.2nd,GFP 12,HYD1,28.01656992,twenty-one,,,
I.GFP.13.2nd,GFP 13,HYD1,27.33027217,fourteen,,,
I.GFP.13.4th,GFP 13,HYD1,27.99245196,fourteen,,,
I.GFP.14.2nd,GFP 14,HYD1,27.55031439,twenty-one,,,
I.GFP.14.4th,GFP 14,HYD1,31.10251277,twenty-one,,,
I.GFP.18.2nd,GFP 18,HYD1,25.78187189,twenty-one,,,
I.GFP.20.2nd,GFP 20,HYD1,27.46027175,twenty-one,,,
I.GFP.25.2nd,GFP 25,HYD1,26.99328588,fourteen,,,
I.GFP.26.2nd,GFP 26,HYD1,27.35118107,twenty-one,,,
I.GFP.28.2nd,GFP 28,HYD1,30.64577811,twenty-one,,,
I.GFP.3.4th,GFP 3,HYD1,30.17041083,fourteen,,,
I.GFP.4.2nd,GFP 4,HYD1,28.64730948,twenty-one,,,
I.GFP.7.4th,GFP 7,HYD1,29.8799614,fourteen,,,
I.GFP.8.2nd,GFP 8,HYD1,29.93346837,twenty-one,,,
I.GFP1.2nd,GFP 1,HYD1,27.62933686,fourteen,,,
I.HYD.1.2nd,HYD 1,HYD1,30.08757839,fourteen,,,
I.HYD.1.4th,HYD 1,HYD1,32.13247915,fourteen,,,
I.HYD.10.2nd,HYD 10,HYD1,28.25888667,twenty-one,,,
I.HYD.10.4th,HYD 10,HYD1,26.47697341,twenty-one,,,
I.HYD.11.4th,HYD 11,HYD1,31.37750714,fourteen,,,
I.HYD.12.2nd,HYD 12,HYD1,30.16349455,twenty-one,,,
I.HYD.13.2nd,HYD 13,HYD1,28.62633826,fourteen,,,
I.HYD.13.4th,HYD 13,HYD1,30.235372,fourteen,,,
I.HYD.15.2nd,HYD 15,HYD1,29.3109237,fourteen,,,
I.HYD.15.4th,HYD 15,HYD1,27.97137857,fourteen,,,
I.HYD.16.2nd,HYD 16,HYD1,29.83071064,twenty-one,,,
I.HYD.17.2nd,HYD 17,HYD1,33.26268572,fourteen,,,
I.HYD.18.2nd,HYD 18,HYD1,28.45935169,twenty-one,,,
I.HYD.18.4th,HYD 18,HYD1,30.36417428,twenty-one,,,
I.HYD.19.4th,HYD 19,HYD1,31.95237387,fourteen,,,
I.HYD.2.2nd,HYD 2,HYD1,29.62826274,twenty-one,,,
I.HYD.2.4th,HYD 2,HYD1,28.97125728,twenty-one,,,
I.HYD.20.2nd,HYD 20,HYD1,30.38308369,twenty-one,,,
I.HYD.21.2nd,HYD 21,HYD1,32.20507186,fourteen,,,
I.HYD.21.4th,HYD 21,HYD1,34.34403278,fourteen,,,
I.HYD.22.2nd,HYD 22,HYD1,33.36546852,twenty-one,,,
I.HYD.22.4th,HYD 22,HYD1,28.12645317,twenty-one,,,
I.HYD.23.2nd,HYD 23,HYD1,30.82022631,fourteen,,,
I.HYD.23.4th,HYD 23,HYD1,28.31657789,fourteen,,,
I.HYD.24.2nd,HYD 24,HYD1,30.77399547,twenty-one,,,
I.HYD.25.2nd,HYD 25,HYD1,31.08092626,fourteen,,,
I.HYD.26.2nd,HYD 26,HYD1,29.99578543,twenty-one,,,
I.HYD.26.4th,HYD 26,HYD1,25.84837095,twenty-one,,,
I.HYD.27.2nd,HYD 27,HYD1,28.71886767,fourteen,,,
I.HYD.27.4th,HYD 27,HYD1,29.37607742,fourteen,,,
I.HYD.28.2nd,HYD 28,HYD1,30.1216258,twenty-one,,,
I.HYD.28.4th,HYD 28,HYD1,30.5582787,twenty-one,,,
I.HYD.3.2nd,HYD 3,HYD1,30.89993034,fourteen,,,
I.HYD.3.4th,HYD 3,HYD1,35.24957129,fourteen,,,
I.HYD.4.2nd,HYD 4,HYD1,28.1316548,twenty-one,,,
I.HYD.4.4th,HYD 4,HYD1,30.07067005,twenty-one,,,
I.HYD.5.2nd,HYD 5,HYD1,30.14993316,fourteen,,,
I.HYD.5.4th,HYD 5,HYD1,31.96324247,fourteen,,,
I.HYD.6.2nd,HYD 6,HYD1,31.41793994,twenty-one,,,
I.HYD.6.4th,HYD 6,HYD1,29.8468892,twenty-one,,,
I.HYD.7.2nd,HYD 7,HYD1,30.16107014,fourteen,,,
I.HYD.8.2nd,HYD 8,HYD1,29.6920111,twenty-one,,,
I.HYD.9.2nd,HYD 9,HYD1,28.192618,fourteen,,,
I.Unif.11.4th,Unif 11,HYD1,28.39497764,fourteen,,,
I.Unif.15.4th,Unif 15,HYD1,25.80934657,fourteen,,,
I.Unif.16.2ndd,Unif 16,HYD1,29.6939417,twenty-one,,,
I.Unif.16.4th,Unif 16,HYD1,32.54166891,twenty-one,,,
I.Unif.17.2nd,Unif 17,HYD1,27.44772715,fourteen,,,
I.Unif.18.4th,Unif 18,HYD1,29.07522059,twenty-one,,,
I.Unif.2.2nd,Unif 2,HYD1,28.56958314,fourteen,,,
I.Unif.20.4th,Unif 20,HYD1,32.07683617,twenty-one,,,
I.Unif.21.4th,Unif 21,HYD1,30.62031182,fourteen,,,
I.Unif.24.4th,Unif 24,HYD1,26.37025672,twenty-one,,,
I.Unif.3.4th,Unif 3,HYD1,26.44245705,fourteen,,,
I.Unif.5.2nd,Unif 5,HYD1,28.56382988,fourteen,,,
I.Unif.6.2nd,Unif 6,HYD1,26.5447408,twenty-one,,,
I.Unif.8.4th,Unif 8,HYD1,26.47470309,twenty-one,,,
I.Unif.9.4th,Unif 9,HYD1,26.88745543,fourteen,,,
I.GFP.3.2nd,GFP 3,HYD1,29.37263565,complete,,,
I.GFP.10.4th,GFP 10,HYD1,25.88854026,complete,,,
I.GFP.11.2nd,GFP 11,HYD1,27.47270415,complete,,,
I.GFP.11.4th,GFP 11,HYD1,26.79758171,complete,,,
I.GFP.16.2nd,GFP 16,HYD1,27.24429757,complete,,,
I.GFP.16.4th,GFP 16,HYD1,30.48789831,complete,,,
I.GFP.17.2nd,GFP 17,HYD1,28.89340659,complete,,,
I.GFP.18.4th,GFP 18,HYD1,25.9862156,complete,,,
I.GFP.19.2nd,GFP 19,HYD1,27.93051164,complete,,,
I.GFP.2.2nd,GFP 2,HYD1,26.99731792,complete,,,
I.GFP.21.2nd,GFP 21,HYD1,27.07841895,complete,,,
I.GFP.22.2nd,GFP 22,HYD1,26.21867791,complete,,,
I.GFP.22.4th,GFP 22,HYD1,29.15958784,complete,,,
I.GFP.23.2nd,GFP 23,HYD1,28.06554543,complete,,,
I.GFP.24.2nd,GFP 24,HYD1,28.22553404,complete,,,
I.GFP.25.4th,GFP 25,HYD1,27.75019103,complete,,,
I.GFP.26.4th,GFP 26,HYD1,28.02911591,complete,,,
I.GFP.27.2nd,GFP 27,HYD1,29.16945581,complete,,,
I.GFP.27.4th,GFP 27,HYD1,27.76644653,complete,,,
I.GFP.4.4th,GFP 4,HYD1,30.22429573,complete,,,
I.GFP.5.2nd,GFP 5,HYD1,26.41746279,complete,,,
I.GFP.7.2nd,GFP 7,HYD1,27.69421628,complete,,,
I.GFP.8.4th,GFP 8,HYD1,29.39442974,complete,,,
I.GFP.9.2nd,GFP 9,HYD1,28.15494896,complete,,,
I.GFP.9.4th,GFP 9,HYD1,27.24178688,complete,,,
I.Unif.1.2nd,Unif 1,HYD1,29.20945542,complete,,,
I.Unif.1.4th,Unif 1,HYD1,26.57456061,complete,,,
I.Unif.11.2nd,Unif 11,HYD1,27.54252109,complete,,,
I.Unif.12.2nd,Unif 12,HYD1,28.76228406,complete,,,
I.Unif.12.4th,Unif 12,HYD1,28.81758293,complete,,,
I.Unif.13.2nd,Unif 13,HYD1,27.49244466,complete,,,
I.Unif.15.2nd,Unif 15,HYD1,29.84250789,complete,,,
I.Unif.18.2nd,Unif 18,HYD1,26.66767683,complete,,,
I.Unif.19.2nd,Unif 19,HYD1,28.66613246,complete,,,
I.Unif.2.4th,Unif 2,HYD1,27.14798387,complete,,,
I.Unif.20.2nd,Unif 20,HYD1,27.35336543,complete,,,
I.Unif.23.2nd,Unif 23,HYD1,28.86760385,complete,,,
I.Unif.24.2nd,Unif 24,HYD1,30.30986165,complete,,,
I.Unif.3.2nd,Unif 3,HYD1,27.88860791,complete,,,
I.Unif.7.2nd,Unif 7,HYD1,27.64646866,complete,,,
I.Unif.7.4th,Unif 7,HYD1,28.29135575,complete,,,
I.Unif.8.2nd,Unif 8,HYD1,28.7062938,complete,,,
I.Unif.9.2nd,Unif 9,HYD1,27.14059543,complete,,,
Unif.21.2nd,21 2nd,HYD1,27.24691539,complete,,,
I.GFP.10.2nd,GFP 10,HYD1,24.75572693,complete,,,
I.GFP.12.2nd,GFP 12,HYD1,28.01656992,complete,,,
I.GFP.13.2nd,GFP 13,HYD1,27.33027217,complete,,,
I.GFP.13.4th,GFP 13,HYD1,27.99245196,complete,,,
I.GFP.14.2nd,GFP 14,HYD1,27.55031439,complete,,,
I.GFP.14.4th,GFP 14,HYD1,31.10251277,complete,,,
I.GFP.18.2nd,GFP 18,HYD1,25.78187189,complete,,,
I.GFP.20.2nd,GFP 20,HYD1,27.46027175,complete,,,
I.GFP.25.2nd,GFP 25,HYD1,26.99328588,complete,,,
I.GFP.26.2nd,GFP 26,HYD1,27.35118107,complete,,,
I.GFP.28.2nd,GFP 28,HYD1,30.64577811,complete,,,
I.GFP.3.4th,GFP 3,HYD1,30.17041083,complete,,,
I.GFP.4.2nd,GFP 4,HYD1,28.64730948,complete,,,
I.GFP.7.4th,GFP 7,HYD1,29.8799614,complete,,,
I.GFP.8.2nd,GFP 8,HYD1,29.93346837,complete,,,
I.GFP1.2nd,GFP 1,HYD1,27.62933686,complete,,,
I.HYD.1.2nd,HYD 1,HYD1,30.08757839,complete,,,
I.HYD.1.4th,HYD 1,HYD1,32.13247915,complete,,,
I.HYD.10.2nd,HYD 10,HYD1,28.25888667,complete,,,
I.HYD.10.4th,HYD 10,HYD1,26.47697341,complete,,,
I.HYD.11.4th,HYD 11,HYD1,31.37750714,complete,,,
I.HYD.12.2nd,HYD 12,HYD1,30.16349455,complete,,,
I.HYD.13.2nd,HYD 13,HYD1,28.62633826,complete,,,
I.HYD.13.4th,HYD 13,HYD1,30.235372,complete,,,
I.HYD.15.2nd,HYD 15,HYD1,29.3109237,complete,,,
I.HYD.15.4th,HYD 15,HYD1,27.97137857,complete,,,
I.HYD.16.2nd,HYD 16,HYD1,29.83071064,complete,,,
I.HYD.17.2nd,HYD 17,HYD1,33.26268572,complete,,,
I.HYD.18.2nd,HYD 18,HYD1,28.45935169,complete,,,
I.HYD.18.4th,HYD 18,HYD1,30.36417428,complete,,,
I.HYD.19.4th,HYD 19,HYD1,31.95237387,complete,,,
I.HYD.2.2nd,HYD 2,HYD1,29.62826274,complete,,,
I.HYD.2.4th,HYD 2,HYD1,28.97125728,complete,,,
I.HYD.20.2nd,HYD 20,HYD1,30.38308369,complete,,,
I.HYD.21.2nd,HYD 21,HYD1,32.20507186,complete,,,
I.HYD.21.4th,HYD 21,HYD1,34.34403278,complete,,,
I.HYD.22.2nd,HYD 22,HYD1,33.36546852,complete,,,
I.HYD.22.4th,HYD 22,HYD1,28.12645317,complete,,,
I.HYD.23.2nd,HYD 23,HYD1,30.82022631,complete,,,
I.HYD.23.4th,HYD 23,HYD1,28.31657789,complete,,,
I.HYD.24.2nd,HYD 24,HYD1,30.77399547,complete,,,
I.HYD.25.2nd,HYD 25,HYD1,31.08092626,complete,,,
I.HYD.26.2nd,HYD 26,HYD1,29.99578543,complete,,,
I.HYD.26.4th,HYD 26,HYD1,25.84837095,complete,,,
I.HYD.27.2nd,HYD 27,HYD1,28.71886767,complete,,,
I.HYD.27.4th,HYD 27,HYD1,29.37607742,complete,,,
I.HYD.28.2nd,HYD 28,HYD1,30.1216258,complete,,,
I.HYD.28.4th,HYD 28,HYD1,30.5582787,complete,,,
I.HYD.3.2nd,HYD 3,HYD1,30.89993034,complete,,,
I.HYD.3.4th,HYD 3,HYD1,35.24957129,complete,,,
I.HYD.4.2nd,HYD 4,HYD1,28.1316548,complete,,,
I.HYD.4.4th,HYD 4,HYD1,30.07067005,complete,,,
I.HYD.5.2nd,HYD 5,HYD1,30.14993316,complete,,,
I.HYD.5.4th,HYD 5,HYD1,31.96324247,complete,,,
I.HYD.6.2nd,HYD 6,HYD1,31.41793994,complete,,,
I.HYD.6.4th,HYD 6,HYD1,29.8468892,complete,,,
I.HYD.7.2nd,HYD 7,HYD1,30.16107014,complete,,,
I.HYD.8.2nd,HYD 8,HYD1,29.6920111,complete,,,
I.HYD.9.2nd,HYD 9,HYD1,28.192618,complete,,,
I.Unif.11.4th,Unif 11,HYD1,28.39497764,complete,,,
I.Unif.15.4th,Unif 15,HYD1,25.80934657,complete,,,
I.Unif.16.2ndd,Unif 16,HYD1,29.6939417,complete,,,
I.Unif.16.4th,Unif 16,HYD1,32.54166891,complete,,,
I.Unif.17.2nd,Unif 17,HYD1,27.44772715,complete,,,
I.Unif.18.4th,Unif 18,HYD1,29.07522059,complete,,,
I.Unif.2.2nd,Unif 2,HYD1,28.56958314,complete,,,
I.Unif.20.4th,Unif 20,HYD1,32.07683617,complete,,,
I.Unif.21.4th,Unif 21,HYD1,30.62031182,complete,,,
I.Unif.24.4th,Unif 24,HYD1,26.37025672,complete,,,
I.Unif.3.4th,Unif 3,HYD1,26.44245705,complete,,,
I.Unif.5.2nd,Unif 5,HYD1,28.56382988,complete,,,
I.Unif.6.2nd,Unif 6,HYD1,26.5447408,complete,,,
I.Unif.8.4th,Unif 8,HYD1,26.47470309,complete,,,
I.Unif.9.4th,Unif 9,HYD1,26.88745543,complete,,,
I.GFP.3.2nd,GFP 3,PP2A1,27.6014921,vigs_infiltrated,,,
I.GFP.10.4th,GFP 10,PP2A1,26.10166104,vigs_infiltrated,,,
I.GFP.11.2nd,GFP 11,PP2A1,26.17805129,vigs_infiltrated,,,
I.GFP.11.4th,GFP 11,PP2A1,25.89720253,vigs_infiltrated,,,
I.GFP.16.2nd,GFP 16,PP2A1,26.51942906,vigs_infiltrated,,,
I.GFP.16.4th,GFP 16,PP2A1,29.85822513,vigs_infiltrated,,,
I.GFP.17.2nd,GFP 17,PP2A1,28.74806539,vigs_infiltrated,,,
I.GFP.18.4th,GFP 18,PP2A1,26.29601744,vigs_infiltrated,,,
I.GFP.19.2nd,GFP 19,PP2A1,26.17206572,vigs_infiltrated,,,
I.GFP.2.2nd,GFP 2,PP2A1,26.30241621,vigs_infiltrated,,,
I.GFP.21.2nd,GFP 21,PP2A1,26.92789436,vigs_infiltrated,,,
I.GFP.22.2nd,GFP 22,PP2A1,26.29639308,vigs_infiltrated,,,
I.GFP.22.4th,GFP 22,PP2A1,28.79480282,vigs_infiltrated,,,
I.GFP.23.2nd,GFP 23,PP2A1,26.12124151,vigs_infiltrated,,,
I.GFP.24.2nd,GFP 24,PP2A1,26.93619935,vigs_infiltrated,,,
I.GFP.25.4th,GFP 25,PP2A1,27.17636128,vigs_infiltrated,,,
I.GFP.26.4th,GFP 26,PP2A1,26.89788075,vigs_infiltrated,,,
I.GFP.27.2nd,GFP 27,PP2A1,27.98270131,vigs_infiltrated,,,
I.GFP.27.4th,GFP 27,PP2A1,26.78341924,vigs_infiltrated,,,
I.GFP.4.4th,GFP 4,PP2A1,29.18399446,vigs_infiltrated,,,
I.GFP.5.2nd,GFP 5,PP2A1,27.04387053,vigs_infiltrated,,,
I.GFP.7.2nd,GFP 7,PP2A1,25.64803727,vigs_infiltrated,,,
I.GFP.8.4th,GFP 8,PP2A1,29.16343918,vigs_infiltrated,,,
I.GFP.9.2nd,GFP 9,PP2A1,27.36783296,vigs_infiltrated,,,
I.GFP.9.4th,GFP 9,PP2A1,26.89968558,vigs_infiltrated,,,
I.Unif.1.2nd,Unif 1,PP2A1,30.61016931,uninfiltrated,,,
I.Unif.1.4th,Unif 1,PP2A1,27.08354703,uninfiltrated,,,
I.Unif.11.2nd,Unif 11,PP2A1,26.50318109,uninfiltrated,,,
I.Unif.12.2nd,Unif 12,PP2A1,28.1568747,uninfiltrated,,,
I.Unif.12.4th,Unif 12,PP2A1,29.40370229,uninfiltrated,,,
I.Unif.13.2nd,Unif 13,PP2A1,28.18891356,uninfiltrated,,,
I.Unif.15.2nd,Unif 15,PP2A1,27.76201422,uninfiltrated,,,
I.Unif.18.2nd,Unif 18,PP2A1,26.81159226,uninfiltrated,,,
I.Unif.19.2nd,Unif 19,PP2A1,27.11146359,uninfiltrated,,,
I.Unif.2.4th,Unif 2,PP2A1,27.03377622,uninfiltrated,,,
I.Unif.20.2nd,Unif 20,PP2A1,26.99378004,uninfiltrated,,,
I.Unif.23.2nd,Unif 23,PP2A1,28.54551073,uninfiltrated,,,
I.Unif.24.2nd,Unif 24,PP2A1,30.35830844,uninfiltrated,,,
I.Unif.3.2nd,Unif 3,PP2A1,27.42566798,uninfiltrated,,,
I.Unif.7.2nd,Unif 7,PP2A1,26.35480869,uninfiltrated,,,
I.Unif.7.4th,Unif 7,PP2A1,26.60605201,uninfiltrated,,,
I.Unif.8.2nd,Unif 8,PP2A1,28.00731232,uninfiltrated,,,
I.Unif.9.2nd,Unif 9,PP2A1,26.47929819,uninfiltrated,,,
Unif.21.2nd,21 2nd,PP2A1,27.03365336,uninfiltrated,,,
I.GFP.10.2nd,GFP 10,PP2A1,25.26575913,vigs_infiltrated,,,
I.GFP.12.2nd,GFP 12,PP2A1,26.6347347,vigs_infiltrated,,,
I.GFP.13.2nd,GFP 13,PP2A1,26.10967253,vigs_infiltrated,,,
I.GFP.13.4th,GFP 13,PP2A1,27.33553298,vigs_infiltrated,,,
I.GFP.14.2nd,GFP 14,PP2A1,26.67705349,vigs_infiltrated,,,
I.GFP.14.4th,GFP 14,PP2A1,31.66110848,vigs_infiltrated,,,
I.GFP.15.2nd,GFP 15,PP2A1,27.6873656,vigs_infiltrated,,,
I.GFP.18.2nd,GFP 18,PP2A1,26.41320491,vigs_infiltrated,,,
I.GFP.19.4th,GFP 19,PP2A1,33.26729052,vigs_infiltrated,,,
I.GFP.20.2nd,GFP 20,PP2A1,26.13905116,vigs_infiltrated,,,
I.GFP.25.2nd,GFP 25,PP2A1,25.99000636,vigs_infiltrated,,,
I.GFP.26.2nd,GFP 26,PP2A1,26.93192726,vigs_infiltrated,,,
I.GFP.28.2nd,GFP 28,PP2A1,29.4491331,vigs_infiltrated,,,
I.GFP.3.4th,GFP 3,PP2A1,29.52694415,vigs_infiltrated,,,
I.GFP.4.2nd,GFP 4,PP2A1,27.4381851,vigs_infiltrated,,,
I.GFP.7.4th,GFP 7,PP2A1,28.28958601,vigs_infiltrated,,,
I.GFP.8.2nd,GFP 8,PP2A1,28.85201737,vigs_infiltrated,,,
I.GFP1.2nd,GFP 1,PP2A1,27.94573796,vigs_infiltrated,,,
I.HYD.1.2nd,HYD 1,PP2A1,26.17390507,vigs_infiltrated,,,
I.HYD.1.4th,HYD 1,PP2A1,29.09329818,vigs_infiltrated,,,
