Target,Sample,Cq
UBQ14,I.HYD.22.2nd,23.24490045
UBQ14,I.HYD.22.2nd,23.20343656
UBQ14,I.HYD.22.2nd,23.09791971
HYD1,I.HYD.22.2nd,33.40942366
HYD1,I.HYD.22.2nd,33.32151337
HYD1,I.HYD.22.2nd,34.13881985
ACT7,I.HYD.22.4th,21.27422624
ACT7,I.HYD.22.4th,21.38083137
ACT7,I.HYD.22.4th,21.43752906
TMN5,I.HYD.22.4th,30.6104499
TMN5,I.HYD.22.4th,30.83795093
TMN5,I.HYD.22.4th,31.27482419
PP2A1,I.HYD.22.4th,26.90801828
PP2A1,I.HYD.22.4th,26.80502951
PP2A1,I.HYD.22.4th,26.85866249
TBL6,I.HYD.22.4th,28.51187474
TBL6,I.HYD.22.4th,28.38270516
TBL6,I.HYD.22.4th,28.85307999
UBQ7,I.HYD.22.4th,21.42369669
UBQ7,I.HYD.22.4th,21.30866348
UBQ7,I.HYD.22.4th,21.02676248
UBQ14,I.HYD.22.4th,26.50818511
UBQ14,I.HYD.22.4th,26.12309342
UBQ14,I.HYD.22.4th,26.18589999
HYD1,I.HYD.22.4th,28.04730779
HYD1,I.HYD.22.4th,28.12801464
HYD1,I.HYD.22.4th,28.1248917
ACT7,I.HYD.23.2nd,20.86527436
ACT7,I.HYD.23.2nd,20.32858378
ACT7,I.HYD.23.2nd,20.26193941
TMN5,I.HYD.23.2nd,29.45411389
TMN5,I.HYD.23.2nd,30.21413663
TMN5,I.HYD.23.2nd,31.59224184
PP2A1,I.HYD.23.2nd,27.1000953
PP2A1,I.HYD.23.2nd,27.12998149
PP2A1,I.HYD.23.2nd,27.32833414
TBL6,I.HYD.23.2nd,31.21255125
TBL6,I.HYD.23.2nd,30.50564545
TBL6,I.HYD.23.2nd,31.02726922
UBQ7,I.HYD.23.2nd,22.43328543
UBQ7,I.HYD.23.2nd,21.72681942
UBQ7,I.HYD.23.2nd,21.54056347
UBQ14,I.HYD.23.2nd,26.74498911
UBQ14,I.HYD.23.2nd,26.89649366
UBQ14,I.HYD.23.2nd,27.02560239
HYD1,I.HYD.23.2nd,30.87911507
HYD1,I.HYD.23.2nd,30.15326377
HYD1,I.HYD.23.2nd,30.76133754
ACT7,I.HYD.23.4th,19.81510924
ACT7,I.HYD.23.4th,19.59741959
ACT7,I.HYD.23.4th,19.52266541
TMN5,I.HYD.23.4th,27.48880659
TMN5,I.HYD.23.4th,28.44084392
TMN5,I.HYD.23.4th,28.27421866
PP2A1,I.HYD.23.4th,25.31397144
PP2A1,I.HYD.23.4th,25.04962541
PP2A1,I.HYD.23.4th,25.31074252
TBL6,I.HYD.23.4th,27.95868679
TBL6,I.HYD.23.4th,27.92056786
TBL6,I.HYD.23.4th,27.6328318
UBQ7,I.HYD.23.4th,20.20345376
UBQ7,I.HYD.23.4th,21.42258118
UBQ7,I.HYD.23.4th,39.7322506
UBQ14,I.HYD.23.4th,25.13168879
UBQ14,I.HYD.23.4th,25.10754222
UBQ14,I.HYD.23.4th,25.14024443
HYD1,I.HYD.23.4th,28.10429803
HYD1,I.HYD.23.4th,28.33363906
HYD1,I.HYD.23.4th,28.29951671
ACT7,I.HYD.24.2nd,20.81714008
ACT7,I.HYD.24.2nd,22.09215141
ACT7,I.HYD.24.2nd,21.01316441
TMN5,I.HYD.24.2nd,29.87714077
TMN5,I.HYD.24.2nd,31.55929172
TMN5,I.HYD.24.2nd,30.12623812
PP2A1,I.HYD.24.2nd,27.91436364
PP2A1,I.HYD.24.2nd,27.48095248
PP2A1,I.HYD.24.2nd,28.28314933
TBL6,I.HYD.24.2nd,30.51443095
TBL6,I.HYD.24.2nd,31.08436185
TBL6,I.HYD.24.2nd,30.61938626
UBQ7,I.HYD.24.2nd,23.01115924
UBQ7,I.HYD.24.2nd,21.58332351
UBQ7,I.HYD.24.2nd,21.53744399
UBQ14,I.HYD.24.2nd,26.37384039
UBQ14,I.HYD.24.2nd,29.43608621
UBQ14,I.HYD.24.2nd,26.55329373
HYD1,I.HYD.24.2nd,30.78170327
HYD1,I.HYD.24.2nd,30.61110069
HYD1,I.HYD.24.2nd,30.76628766
ACT7,I.HYD.25.2nd,23.59054127
ACT7,I.HYD.25.2nd,23.58414631
ACT7,I.HYD.25.2nd,23.93573006
TMN5,I.HYD.25.2nd,32.28873989
TMN5,I.HYD.25.2nd,32.98943333
TMN5,I.HYD.25.2nd,32.24327475
PP2A1,I.HYD.25.2nd,30.29792321
PP2A1,I.HYD.25.2nd,29.6005795
PP2A1,I.HYD.25.2nd,30.01196107
TBL6,I.HYD.25.2nd,33.15942854
TBL6,I.HYD.25.2nd,33.47298026
TBL6,I.HYD.25.2nd,33.08474585
UBQ7,I.HYD.25.2nd,24.40158896
UBQ7,I.HYD.25.2nd,24.10809546
UBQ7,I.HYD.25.2nd,23.79305434
UBQ14,I.HYD.25.2nd,28.97548916
UBQ14,I.HYD.25.2nd,28.96096414
UBQ14,I.HYD.25.2nd,29.09207792
HYD1,I.HYD.25.2nd,31.19434793
HYD1,I.HYD.25.2nd,31.04400993
HYD1,I.HYD.25.2nd,31.11784259
ACT7,I.HYD.26.2nd,20.47513964
ACT7,I.HYD.26.2nd,20.51664203
ACT7,I.HYD.26.2nd,20.64628222
TMN5,I.HYD.26.2nd,28.85964029
TMN5,I.HYD.26.2nd,29.11330406
TMN5,I.HYD.26.2nd,28.97111567
PP2A1,I.HYD.26.2nd,26.22757437
PP2A1,I.HYD.26.2nd,26.38454427
PP2A1,I.HYD.26.2nd,26.37428983
TBL6,I.HYD.26.2nd,28.23654666
TBL6,I.HYD.26.2nd,28.35773584
TBL6,I.HYD.26.2nd,28.54449607
UBQ7,I.HYD.26.2nd,19.89904447
UBQ7,I.HYD.26.2nd,20.13500779
UBQ7,I.HYD.26.2nd,20.32315208
UBQ14,I.HYD.26.2nd,25.5495929
UBQ14,I.HYD.26.2nd,25.67594845
UBQ14,I.HYD.26.2nd,25.8491158
HYD1,I.HYD.26.2nd,29.41645352
HYD1,I.HYD.26.2nd,30.14870755
HYD1,I.HYD.26.2nd,29.84286331
ACT7,I.HYD.26.4th,20.22196111
ACT7,I.HYD.26.4th,20.23695049
ACT7,I.HYD.26.4th,20.28405649
TMN5,I.HYD.26.4th,28.19109383
TMN5,I.HYD.26.4th,28.41277355
TMN5,I.HYD.26.4th,28.35339328
PP2A1,I.HYD.26.4th,26.19857789
PP2A1,I.HYD.26.4th,26.01799369
PP2A1,I.HYD.26.4th,26.09100689
TBL6,I.HYD.26.4th,NaN
TBL6,I.HYD.26.4th,NaN
TBL6,I.HYD.26.4th,NaN
UBQ7,I.HYD.26.4th,20.72820626
UBQ7,I.HYD.26.4th,20.23732887
UBQ7,I.HYD.26.4th,20.4295971
UBQ14,I.HYD.26.4th,25.39899391
UBQ14,I.HYD.26.4th,25.58985897
UBQ14,I.HYD.26.4th,25.63920325
HYD1,I.HYD.26.4th,25.90209899
HYD1,I.HYD.26.4th,25.57301252
HYD1,I.HYD.26.4th,25.7946429
ACT7,I.HYD.27.2nd,20.73832597
ACT7,I.HYD.27.2nd,20.30021643
ACT7,I.HYD.27.2nd,20.23167866
TMN5,I.HYD.27.2nd,29.83277928
TMN5,I.HYD.27.2nd,29.84008691
TMN5,I.HYD.27.2nd,30.92501161
PP2A1,I.HYD.27.2nd,26.52624461
PP2A1,I.HYD.27.2nd,26.48380816
PP2A1,I.HYD.27.2nd,26.54941366
TBL6,I.HYD.27.2nd,NaN
TBL6,I.HYD.27.2nd,NaN
TBL6,I.HYD.27.2nd,NaN
UBQ7,I.HYD.27.2nd,22.03254452
UBQ7,I.HYD.27.2nd,21.52197959
UBQ7,I.HYD.27.2nd,21.44742351
UBQ14,I.HYD.27.2nd,26.2179385
UBQ14,I.HYD.27.2nd,26.10212834
UBQ14,I.HYD.27.2nd,26.18731324
HYD1,I.HYD.27.2nd,29.00615407
HYD1,I.HYD.27.2nd,28.73521274
HYD1,I.HYD.27.2nd,28.7025226
ACT7,I.HYD.27.4th,20.66679904
ACT7,I.HYD.27.4th,20.67393397
ACT7,I.HYD.27.4th,20.61390038
TMN5,I.HYD.27.4th,30.35230556
TMN5,I.HYD.27.4th,30.57440007
TMN5,I.HYD.27.4th,30.73495578
PP2A1,I.HYD.27.4th,26.52159477
PP2A1,I.HYD.27.4th,26.28386316
PP2A1,I.HYD.27.4th,26.18743174
TBL6,I.HYD.27.4th,NaN
TBL6,I.HYD.27.4th,NaN
TBL6,I.HYD.27.4th,NaN
UBQ7,I.HYD.27.4th,21.52086002
UBQ7,I.HYD.27.4th,21.41090336
UBQ7,I.HYD.27.4th,21.63693114
UBQ14,I.HYD.27.4th,26.93269024
UBQ14,I.HYD.27.4th,27.4240366
UBQ14,I.HYD.27.4th,27.17918782
HYD1,I.HYD.27.4th,29.69306317
HYD1,I.HYD.27.4th,29.29037137
HYD1,I.HYD.27.4th,29.46178347
ACT7,I.HYD.28.2nd,21.82796983
ACT7,I.HYD.28.2nd,21.87673973
ACT7,I.HYD.28.2nd,21.9978741
TMN5,I.HYD.28.2nd,30.74109042
TMN5,I.HYD.28.2nd,30.74665487
TMN5,I.HYD.28.2nd,31.13065956
PP2A1,I.HYD.28.2nd,26.64283908
PP2A1,I.HYD.28.2nd,27.35048734
PP2A1,I.HYD.28.2nd,26.96794412
TBL6,I.HYD.28.2nd,NaN
TBL6,I.HYD.28.2nd,NaN
TBL6,I.HYD.28.2nd,NaN
UBQ7,I.HYD.28.2nd,22.53853641
UBQ7,I.HYD.28.2nd,22.427773
UBQ7,I.HYD.28.2nd,22.82442903
UBQ14,I.HYD.28.2nd,27.05338319
UBQ14,I.HYD.28.2nd,26.94520973
UBQ14,I.HYD.28.2nd,27.00805135
HYD1,I.HYD.28.2nd,30.1058791
HYD1,I.HYD.28.2nd,30.32011895
HYD1,I.HYD.28.2nd,30.1373725
ACT7,I.HYD.28.4th,23.66959838
ACT7,I.HYD.28.4th,23.85417207
ACT7,I.HYD.28.4th,23.73259733
TMN5,I.HYD.28.4th,33.21231656
TMN5,I.HYD.28.4th,32.78035509
TMN5,I.HYD.28.4th,32.56997697
PP2A1,I.HYD.28.4th,29.55149557
PP2A1,I.HYD.28.4th,29.60638406
PP2A1,I.HYD.28.4th,29.27975529
TBL6,I.HYD.28.4th,NaN
TBL6,I.HYD.28.4th,NaN
TBL6,I.HYD.28.4th,NaN
UBQ7,I.HYD.28.4th,23.95998061
UBQ7,I.HYD.28.4th,24.04328948
UBQ7,I.HYD.28.4th,24.00985488
UBQ14,I.HYD.28.4th,29.85794723
UBQ14,I.HYD.28.4th,29.41766196
UBQ14,I.HYD.28.4th,30.00515417
HYD1,I.HYD.28.4th,30.42915474
HYD1,I.HYD.28.4th,31.11837133
HYD1,I.HYD.28.4th,30.68740266
ACT7,I.HYD.3.2nd,20.86267659
ACT7,I.HYD.3.2nd,20.75035509
ACT7,I.HYD.3.2nd,21.07478815
TMN5,I.HYD.3.2nd,31.13622143
TMN5,I.HYD.3.2nd,31.03567009
TMN5,I.HYD.3.2nd,30.9645875
PP2A1,I.HYD.3.2nd,27.33830752
PP2A1,I.HYD.3.2nd,26.77331409
PP2A1,I.HYD.3.2nd,26.89048478
TBL6,I.HYD.3.2nd,NaN
TBL6,I.HYD.3.2nd,NaN
TBL6,I.HYD.3.2nd,NaN
UBQ7,I.HYD.3.2nd,22.40641251
UBQ7,I.HYD.3.2nd,22.46829231
UBQ7,I.HYD.3.2nd,22.31187543
UBQ14,I.HYD.3.2nd,27.09653819
UBQ14,I.HYD.3.2nd,27.0743201
UBQ14,I.HYD.3.2nd,27.52358384
HYD1,I.HYD.3.2nd,30.90012486
HYD1,I.HYD.3.2nd,30.89973581
HYD1,I.HYD.3.2nd,31.101221
ACT7,I.HYD.3.4th,26.16386355
ACT7,I.HYD.3.4th,25.77582498
ACT7,I.HYD.3.4th,25.7268121
TMN5,I.HYD.3.4th,34.59106519
TMN5,I.HYD.3.4th,34.92490867
TMN5,I.HYD.3.4th,34.29820204
PP2A1,I.HYD.3.4th,33.65966682
PP2A1,I.HYD.3.4th,33.50480276
PP2A1,I.HYD.3.4th,34.63784271
TBL6,I.HYD.3.4th,34.42647377
TBL6,I.HYD.3.4th,NaN
TBL6,I.HYD.3.4th,36.7354794
UBQ7,I.HYD.3.4th,34.26174131
UBQ7,I.HYD.3.4th,34.45161928
UBQ7,I.HYD.3.4th,35.42445322
UBQ14,I.HYD.3.4th,31.10446843
UBQ14,I.HYD.3.4th,31.17044943
UBQ14,I.HYD.3.4th,31.12695272
HYD1,I.HYD.3.4th,35.24253824
HYD1,I.HYD.3.4th,35.96786654
HYD1,I.HYD.3.4th,35.25660434
ACT7,I.HYD.4.2nd,21.45519628
ACT7,I.HYD.4.2nd,21.39590995
ACT7,I.HYD.4.2nd,21.55062604
TMN5,I.HYD.4.2nd,29.88397046
TMN5,I.HYD.4.2nd,30.00477322
TMN5,I.HYD.4.2nd,30.50768348
PP2A1,I.HYD.4.2nd,27.95987657
PP2A1,I.HYD.4.2nd,28.00153523
PP2A1,I.HYD.4.2nd,27.33925901
TBL6,I.HYD.4.2nd,30.76195147
TBL6,I.HYD.4.2nd,30.14641902
TBL6,I.HYD.4.2nd,31.09920378
UBQ7,I.HYD.4.2nd,26.95541005
UBQ7,I.HYD.4.2nd,27.02967899
UBQ7,I.HYD.4.2nd,27.26361121
UBQ14,I.HYD.4.2nd,22.60058351
UBQ14,I.HYD.4.2nd,22.59929373
UBQ14,I.HYD.4.2nd,22.74407699
HYD1,I.HYD.4.2nd,28.12967024
HYD1,I.HYD.4.2nd,28.13363936
HYD1,I.HYD.4.2nd,28.16008199
ACT7,I.HYD.4.4th,22.07539946
ACT7,I.HYD.4.4th,22.07490784
ACT7,I.HYD.4.4th,22.16966946
TMN5,I.HYD.4.4th,30.25963409
TMN5,I.HYD.4.4th,30.58301998
TMN5,I.HYD.4.4th,30.75834743
PP2A1,I.HYD.4.4th,27.82194306
PP2A1,I.HYD.4.4th,28.34244292
PP2A1,I.HYD.4.4th,28.51386884
TBL6,I.HYD.4.4th,32.15478421
TBL6,I.HYD.4.4th,32.04171912
TBL6,I.HYD.4.4th,NaN
UBQ7,I.HYD.4.4th,27.79618953
UBQ7,I.HYD.4.4th,28.10262934
UBQ7,I.HYD.4.4th,28.12621703
UBQ14,I.HYD.4.4th,23.69433019
UBQ14,I.HYD.4.4th,23.83350418
UBQ14,I.HYD.4.4th,23.69531542
HYD1,I.HYD.4.4th,29.97098089
HYD1,I.HYD.4.4th,29.76811717
HYD1,I.HYD.4.4th,30.1703592
ACT7,I.HYD.5.2nd,22.00661927
ACT7,I.HYD.5.2nd,21.60241969
ACT7,I.HYD.5.2nd,21.51898357
TMN5,I.HYD.5.2nd,30.43290699
TMN5,I.HYD.5.2nd,30.77860526
TMN5,I.HYD.5.2nd,30.70289619
PP2A1,I.HYD.5.2nd,27.19766159
PP2A1,I.HYD.5.2nd,27.44805216
PP2A1,I.HYD.5.2nd,27.48307191
TBL6,I.HYD.5.2nd,30.52241307
TBL6,I.HYD.5.2nd,31.07642532
TBL6,I.HYD.5.2nd,31.56357555
UBQ7,I.HYD.5.2nd,26.90747649
UBQ7,I.HYD.5.2nd,26.94527701
UBQ7,I.HYD.5.2nd,26.73117763
UBQ14,I.HYD.5.2nd,23.19556122
UBQ14,I.HYD.5.2nd,23.02740674
UBQ14,I.HYD.5.2nd,23.03571488
HYD1,I.HYD.5.2nd,30.84648073
HYD1,I.HYD.5.2nd,30.15137719
HYD1,I.HYD.5.2nd,30.14848912
ACT7,I.HYD.5.4th,21.31418936
ACT7,I.HYD.5.4th,20.99154754
ACT7,I.HYD.5.4th,20.94821332
TMN5,I.HYD.5.4th,31.00987801
TMN5,I.HYD.5.4th,30.74956232
TMN5,I.HYD.5.4th,31.32765
PP2A1,I.HYD.5.4th,27.79248412
PP2A1,I.HYD.5.4th,28.06785698
PP2A1,I.HYD.5.4th,28.11792769
TBL6,I.HYD.5.4th,31.72082323
TBL6,I.HYD.5.4th,31.81295349
TBL6,I.HYD.5.4th,31.33392111
UBQ7,I.HYD.5.4th,21.9541736
UBQ7,I.HYD.5.4th,21.96501479
UBQ7,I.HYD.5.4th,21.9037433
UBQ14,I.HYD.5.4th,27.28056499
UBQ14,I.HYD.5.4th,27.33884823
UBQ14,I.HYD.5.4th,27.48457448
HYD1,I.HYD.5.4th,32.08052381
HYD1,I.HYD.5.4th,32.33561832
HYD1,I.HYD.5.4th,31.84596112
ACT7,I.HYD.6.2nd,21.83257093
ACT7,I.HYD.6.2nd,21.72874433
ACT7,I.HYD.6.2nd,21.82412814
TMN5,I.HYD.6.2nd,30.69824019
TMN5,I.HYD.6.2nd,31.23450215
TMN5,I.HYD.6.2nd,31.07511469
PP2A1,I.HYD.6.2nd,26.26816941
PP2A1,I.HYD.6.2nd,26.9003405
PP2A1,I.HYD.6.2nd,26.7781584
TBL6,I.HYD.6.2nd,28.0595438
TBL6,I.HYD.6.2nd,28.06861416
TBL6,I.HYD.6.2nd,28.55397442
UBQ7,I.HYD.6.2nd,20.6593292
UBQ7,I.HYD.6.2nd,20.48314582
UBQ7,I.HYD.6.2nd,20.84657189
UBQ14,I.HYD.6.2nd,27.05497217
UBQ14,I.HYD.6.2nd,26.95339318
UBQ14,I.HYD.6.2nd,27.17395577
HYD1,I.HYD.6.2nd,31.52205647
HYD1,I.HYD.6.2nd,31.069397
HYD1,I.HYD.6.2nd,31.3138234
ACT7,I.HYD.6.4th,20.64951419
ACT7,I.HYD.6.4th,21.715576
ACT7,I.HYD.6.4th,21.10094121
TMN5,I.HYD.6.4th,29.12102616
TMN5,I.HYD.6.4th,30.0662283
TMN5,I.HYD.6.4th,29.25568237
PP2A1,I.HYD.6.4th,27.1396339
PP2A1,I.HYD.6.4th,26.58427726
PP2A1,I.HYD.6.4th,27.71053354
TBL6,I.HYD.6.4th,29.83449186
TBL6,I.HYD.6.4th,29.76890787
TBL6,I.HYD.6.4th,29.8090243
UBQ7,I.HYD.6.4th,21.69237809
UBQ7,I.HYD.6.4th,21.57524369
UBQ7,I.HYD.6.4th,21.96059999
UBQ14,I.HYD.6.4th,26.42248554
UBQ14,I.HYD.6.4th,27.65007237
UBQ14,I.HYD.6.4th,26.74958994
HYD1,I.HYD.6.4th,29.82865649
HYD1,I.HYD.6.4th,29.8651219
HYD1,I.HYD.6.4th,29.95754051
ACT7,I.HYD.7.2nd,21.18292282
ACT7,I.HYD.7.2nd,20.53872675
ACT7,I.HYD.7.2nd,20.50241238
TMN5,I.HYD.7.2nd,30.02076265
TMN5,I.HYD.7.2nd,30.44512142
TMN5,I.HYD.7.2nd,31.73845223
PP2A1,I.HYD.7.2nd,26.40543274
PP2A1,I.HYD.7.2nd,26.18095617
PP2A1,I.HYD.7.2nd,26.24097131
TBL6,I.HYD.7.2nd,28.69098213
TBL6,I.HYD.7.2nd,29.10896309
TBL6,I.HYD.7.2nd,29.27360461
UBQ7,I.HYD.7.2nd,20.98854899
UBQ7,I.HYD.7.2nd,22.22980887
UBQ7,I.HYD.7.2nd,NaN
UBQ14,I.HYD.7.2nd,26.58795964
UBQ14,I.HYD.7.2nd,26.63042355
UBQ14,I.HYD.7.2nd,26.60111527
HYD1,I.HYD.7.2nd,30.48722009
HYD1,I.HYD.7.2nd,30.26501947
HYD1,I.HYD.7.2nd,30.0571208
ACT7,I.HYD.8.2nd,21.3207969
ACT7,I.HYD.8.2nd,21.38281377
ACT7,I.HYD.8.2nd,21.34298472
TMN5,I.HYD.8.2nd,30.65853208
TMN5,I.HYD.8.2nd,30.77312756
TMN5,I.HYD.8.2nd,30.72408775
PP2A1,I.HYD.8.2nd,27.94519471
PP2A1,I.HYD.8.2nd,27.68428569
PP2A1,I.HYD.8.2nd,27.32739705
TBL6,I.HYD.8.2nd,28.89197578
TBL6,I.HYD.8.2nd,29.10942467
TBL6,I.HYD.8.2nd,29.46560187
UBQ7,I.HYD.8.2nd,22.07093125
UBQ7,I.HYD.8.2nd,22.23641763
UBQ7,I.HYD.8.2nd,22.20244423
UBQ14,I.HYD.8.2nd,26.71597357
UBQ14,I.HYD.8.2nd,26.67219571
UBQ14,I.HYD.8.2nd,26.69911521
HYD1,I.HYD.8.2nd,29.88297326
HYD1,I.HYD.8.2nd,29.6386517
HYD1,I.HYD.8.2nd,29.7453705
ACT7,I.HYD.9.2nd,21.20739874
ACT7,I.HYD.9.2nd,21.16136365
ACT7,I.HYD.9.2nd,21.26410617
TMN5,I.HYD.9.2nd,30.07837833
TMN5,I.HYD.9.2nd,29.87521445
TMN5,I.HYD.9.2nd,29.61089668
PP2A1,I.HYD.9.2nd,26.81504684
PP2A1,I.HYD.9.2nd,26.53568999
PP2A1,I.HYD.9.2nd,26.18169638
TBL6,I.HYD.9.2nd,30.21020735
TBL6,I.HYD.9.2nd,30.53914023
TBL6,I.HYD.9.2nd,30.21194957
UBQ7,I.HYD.9.2nd,21.84404149
UBQ7,I.HYD.9.2nd,21.69233459
UBQ7,I.HYD.9.2nd,21.39966287
UBQ14,I.HYD.9.2nd,27.47064701
UBQ14,I.HYD.9.2nd,27.42096608
UBQ14,I.HYD.9.2nd,27.48320247
HYD1,I.HYD.9.2nd,28.4403416
HYD1,I.HYD.9.2nd,28.11743542
HYD1,I.HYD.9.2nd,28.26780058
ACT7,I.Unif.1.2nd,23.38026934
ACT7,I.Unif.1.2nd,22.92318755
ACT7,I.Unif.1.2nd,22.83744472
TMN5,I.Unif.1.2nd,32.25706753
TMN5,I.Unif.1.2nd,32.84533453
TMN5,I.Unif.1.2nd,33.04933363
PP2A1,I.Unif.1.2nd,30.98170252
PP2A1,I.Unif.1.2nd,30.63184706
PP2A1,I.Unif.1.2nd,30.58849155
TBL6,I.Unif.1.2nd,NaN
TBL6,I.Unif.1.2nd,NaN
TBL6,I.Unif.1.2nd,NaN
UBQ7,I.Unif.1.2nd,29.24709061
UBQ7,I.Unif.1.2nd,28.56322359
UBQ7,I.Unif.1.2nd,28.35259008
UBQ14,I.Unif.1.2nd,29.48895577
UBQ14,I.Unif.1.2nd,29.06377853
UBQ14,I.Unif.1.2nd,29.25363592
HYD1,I.Unif.1.2nd,29.24033269
HYD1,I.Unif.1.2nd,29.17857814
HYD1,I.Unif.1.2nd,29.33316094
ACT7,I.Unif.1.4th,21.060855
ACT7,I.Unif.1.4th,21.06427027
ACT7,I.Unif.1.4th,21.02116355
TMN5,I.Unif.1.4th,29.23037248
TMN5,I.Unif.1.4th,29.9113367
TMN5,I.Unif.1.4th,29.85111823
PP2A1,I.Unif.1.4th,27.18097115
PP2A1,I.Unif.1.4th,27.06804603
PP2A1,I.Unif.1.4th,27.09904803
TBL6,I.Unif.1.4th,NaN
TBL6,I.Unif.1.4th,NaN
TBL6,I.Unif.1.4th,NaN
UBQ7,I.Unif.1.4th,21.32427752
UBQ7,I.Unif.1.4th,21.06453213
UBQ7,I.Unif.1.4th,21.04530685
UBQ14,I.Unif.1.4th,27.13698727
UBQ14,I.Unif.1.4th,26.97479196
UBQ14,I.Unif.1.4th,27.16361762
HYD1,I.Unif.1.4th,26.56327708
HYD1,I.Unif.1.4th,26.50954491
HYD1,I.Unif.1.4th,26.58584414
ACT7,I.Unif.11.2nd,21.16071407
ACT7,I.Unif.11.2nd,21.11063228
ACT7,I.Unif.11.2nd,21.29526307
TMN5,I.Unif.11.2nd,29.93200824
TMN5,I.Unif.11.2nd,30.06687131
TMN5,I.Unif.11.2nd,30.35920993
PP2A1,I.Unif.11.2nd,27.16562253
PP2A1,I.Unif.11.2nd,26.48488314
PP2A1,I.Unif.11.2nd,26.52147904
TBL6,I.Unif.11.2nd,NaN
TBL6,I.Unif.11.2nd,NaN
TBL6,I.Unif.11.2nd,NaN
UBQ7,I.Unif.11.2nd,22.59480293
UBQ7,I.Unif.11.2nd,22.0051888
UBQ7,I.Unif.11.2nd,21.82738252
UBQ14,I.Unif.11.2nd,27.2492822
UBQ14,I.Unif.11.2nd,27.41074857
UBQ14,I.Unif.11.2nd,27.51659077
HYD1,I.Unif.11.2nd,27.7661713
HYD1,I.Unif.11.2nd,27.58496436
HYD1,I.Unif.11.2nd,27.50007781
ACT7,I.Unif.11.4th,21.76003341
ACT7,I.Unif.11.4th,21.44527334
ACT7,I.Unif.11.4th,21.44099051
TMN5,I.Unif.11.4th,28.52771425
TMN5,I.Unif.11.4th,28.96104793
TMN5,I.Unif.11.4th,29.09531878
PP2A1,I.Unif.11.4th,28.88819499
PP2A1,I.Unif.11.4th,28.82169096
PP2A1,I.Unif.11.4th,28.59399362
TBL6,I.Unif.11.4th,30.33116709
TBL6,I.Unif.11.4th,30.38457668
TBL6,I.Unif.11.4th,31.13940612
UBQ7,I.Unif.11.4th,28.66834218
UBQ7,I.Unif.11.4th,29.13076302
UBQ7,I.Unif.11.4th,29.04518763
UBQ14,I.Unif.11.4th,24.19725669
UBQ14,I.Unif.11.4th,24.50870942
UBQ14,I.Unif.11.4th,24.65420336
HYD1,I.Unif.11.4th,28.90421187
HYD1,I.Unif.11.4th,28.51519983
HYD1,I.Unif.11.4th,28.27475545
ACT7,I.Unif.12.2nd,21.70040704
ACT7,I.Unif.12.2nd,21.75631989
ACT7,I.Unif.12.2nd,22.11114042
TMN5,I.Unif.12.2nd,30.93331227
TMN5,I.Unif.12.2nd,30.98339073
TMN5,I.Unif.12.2nd,30.98260525
PP2A1,I.Unif.12.2nd,27.93610075
PP2A1,I.Unif.12.2nd,28.12227529
PP2A1,I.Unif.12.2nd,28.19147411
TBL6,I.Unif.12.2nd,NaN
TBL6,I.Unif.12.2nd,NaN
TBL6,I.Unif.12.2nd,NaN
UBQ7,I.Unif.12.2nd,22.69638253
UBQ7,I.Unif.12.2nd,22.7800159
UBQ7,I.Unif.12.2nd,22.88028862
UBQ14,I.Unif.12.2nd,27.19897581
UBQ14,I.Unif.12.2nd,27.39440422
UBQ14,I.Unif.12.2nd,27.61804729
HYD1,I.Unif.12.2nd,28.73612986
HYD1,I.Unif.12.2nd,28.78843826
HYD1,I.Unif.12.2nd,29.03264318
ACT7,I.Unif.12.4th,22.93302568
ACT7,I.Unif.12.4th,22.91581855
ACT7,I.Unif.12.4th,23.00180027
TMN5,I.Unif.12.4th,31.79232323
TMN5,I.Unif.12.4th,31.33985586
TMN5,I.Unif.12.4th,31.82454011
PP2A1,I.Unif.12.4th,29.47506041
PP2A1,I.Unif.12.4th,29.33234417
PP2A1,I.Unif.12.4th,29.05102568
TBL6,I.Unif.12.4th,NaN
TBL6,I.Unif.12.4th,NaN
TBL6,I.Unif.12.4th,NaN
UBQ7,I.Unif.12.4th,24.65771732
UBQ7,I.Unif.12.4th,24.78350403
UBQ7,I.Unif.12.4th,24.78228862
UBQ14,I.Unif.12.4th,30.05007701
UBQ14,I.Unif.12.4th,30.08323534
UBQ14,I.Unif.12.4th,30.16470469
HYD1,I.Unif.12.4th,28.92358468
HYD1,I.Unif.12.4th,28.71158118
HYD1,I.Unif.12.4th,29.20432294
ACT7,I.Unif.13.2nd,22.82042457
ACT7,I.Unif.13.2nd,22.3015188
ACT7,I.Unif.13.2nd,22.2456967
TMN5,I.Unif.13.2nd,30.5654431
TMN5,I.Unif.13.2nd,31.00552144
TMN5,I.Unif.13.2nd,31.07730047
PP2A1,I.Unif.13.2nd,28.66122777
PP2A1,I.Unif.13.2nd,28.22370775
PP2A1,I.Unif.13.2nd,28.15411936
TBL6,I.Unif.13.2nd,31.42471945
TBL6,I.Unif.13.2nd,31.11863295
TBL6,I.Unif.13.2nd,31.75277065
UBQ7,I.Unif.13.2nd,27.66298043
UBQ7,I.Unif.13.2nd,27.7806711
UBQ7,I.Unif.13.2nd,27.71598378
UBQ14,I.Unif.13.2nd,23.33678774
UBQ14,I.Unif.13.2nd,23.31806202
