Target,Sample,Cq
TBL6,I.GFP.7.4th,32.60665753
TBL6,I.GFP.7.4th,32.63044191
UBQ7,I.GFP.7.4th,23.30633674
UBQ7,I.GFP.7.4th,24.44280189
UBQ7,I.GFP.7.4th,36.97815136
UBQ14,I.GFP.7.4th,28.90407848
UBQ14,I.GFP.7.4th,29.25215154
UBQ14,I.GFP.7.4th,29.51759459
HYD1,I.GFP.7.4th,30.13232829
HYD1,I.GFP.7.4th,29.80305463
HYD1,I.GFP.7.4th,29.95686817
ACT7,I.GFP.8.2nd,22.71311294
ACT7,I.GFP.8.2nd,22.80787695
ACT7,I.GFP.8.2nd,22.73379291
TMN5,I.GFP.8.2nd,32.21153598
TMN5,I.GFP.8.2nd,32.08113319
TMN5,I.GFP.8.2nd,33.75438796
PP2A1,I.GFP.8.2nd,28.78338784
PP2A1,I.GFP.8.2nd,28.64564885
PP2A1,I.GFP.8.2nd,28.92064689
TBL6,I.GFP.8.2nd,NaN
TBL6,I.GFP.8.2nd,NaN
TBL6,I.GFP.8.2nd,NaN
UBQ7,I.GFP.8.2nd,23.5227319
UBQ7,I.GFP.8.2nd,23.59305243
UBQ7,I.GFP.8.2nd,23.50422642
UBQ14,I.GFP.8.2nd,28.36357022
UBQ14,I.GFP.8.2nd,28.44179789
UBQ14,I.GFP.8.2nd,28.49843579
HYD1,I.GFP.8.2nd,29.59480204
HYD1,I.GFP.8.2nd,29.96370511
HYD1,I.GFP.8.2nd,29.90323162
ACT7,I.GFP.8.4th,23.10000581
ACT7,I.GFP.8.4th,23.21402683
ACT7,I.GFP.8.4th,23.12081692
TMN5,I.GFP.8.4th,32.34607729
TMN5,I.GFP.8.4th,32.13366314
TMN5,I.GFP.8.4th,31.92703125
PP2A1,I.GFP.8.4th,29.15001035
PP2A1,I.GFP.8.4th,29.176868
PP2A1,I.GFP.8.4th,29.20754125
TBL6,I.GFP.8.4th,NaN
TBL6,I.GFP.8.4th,NaN
TBL6,I.GFP.8.4th,NaN
UBQ7,I.GFP.8.4th,23.97419261
UBQ7,I.GFP.8.4th,24.04287066
UBQ7,I.GFP.8.4th,24.44290701
UBQ14,I.GFP.8.4th,29.20780905
UBQ14,I.GFP.8.4th,30.07966569
UBQ14,I.GFP.8.4th,29.39110969
HYD1,I.GFP.8.4th,29.29914881
HYD1,I.GFP.8.4th,29.48971067
HYD1,I.GFP.8.4th,29.69530161
ACT7,I.GFP.9.2nd,21.40872044
ACT7,I.GFP.9.2nd,21.39605502
ACT7,I.GFP.9.2nd,22.08838393
TMN5,I.GFP.9.2nd,30.19258636
TMN5,I.GFP.9.2nd,29.85232135
TMN5,I.GFP.9.2nd,29.9552279
PP2A1,I.GFP.9.2nd,27.36859966
PP2A1,I.GFP.9.2nd,27.36706626
PP2A1,I.GFP.9.2nd,27.03245364
TBL6,I.GFP.9.2nd,29.45532421
TBL6,I.GFP.9.2nd,29.08949276
TBL6,I.GFP.9.2nd,29.05972223
UBQ7,I.GFP.9.2nd,23.08432094
UBQ7,I.GFP.9.2nd,22.7012994
UBQ7,I.GFP.9.2nd,22.2312716
UBQ14,I.GFP.9.2nd,26.6859127
UBQ14,I.GFP.9.2nd,27.13725937
UBQ14,I.GFP.9.2nd,27.0937206
HYD1,I.GFP.9.2nd,28.12051183
HYD1,I.GFP.9.2nd,28.18938608
HYD1,I.GFP.9.2nd,28.36791354
ACT7,I.GFP.9.4th,21.202081
ACT7,I.GFP.9.4th,20.9464219
ACT7,I.GFP.9.4th,20.9610643
TMN5,I.GFP.9.4th,29.48029758
TMN5,I.GFP.9.4th,29.57608054
TMN5,I.GFP.9.4th,29.4468622
PP2A1,I.GFP.9.4th,26.86756711
PP2A1,I.GFP.9.4th,26.79930932
PP2A1,I.GFP.9.4th,26.93180404
TBL6,I.GFP.9.4th,NaN
TBL6,I.GFP.9.4th,NaN
TBL6,I.GFP.9.4th,NaN
UBQ7,I.GFP.9.4th,22.02958551
UBQ7,I.GFP.9.4th,22.07551622
UBQ7,I.GFP.9.4th,22.00443403
UBQ14,I.GFP.9.4th,26.61674289
UBQ14,I.GFP.9.4th,26.94863053
UBQ14,I.GFP.9.4th,26.85824502
HYD1,I.GFP.9.4th,27.3903878
HYD1,I.GFP.9.4th,27.22693216
HYD1,I.GFP.9.4th,27.2566416
ACT7,I.GFP1.2nd,20.05851195
ACT7,I.GFP1.2nd,20.15008579
ACT7,I.GFP1.2nd,20.10399629
TMN5,I.GFP1.2nd,29.4378473
TMN5,I.GFP1.2nd,29.63338106
TMN5,I.GFP1.2nd,29.5591832
PP2A1,I.GFP1.2nd,28.00038662
PP2A1,I.GFP1.2nd,27.8910893
PP2A1,I.GFP1.2nd,27.65052822
TBL6,I.GFP1.2nd,29.50743189
TBL6,I.GFP1.2nd,30.23288647
TBL6,I.GFP1.2nd,30.81877092
UBQ7,I.GFP1.2nd,28.20557409
UBQ7,I.GFP1.2nd,27.44749625
UBQ7,I.GFP1.2nd,27.55040312
UBQ14,I.GFP1.2nd,23.81801426
UBQ14,I.GFP1.2nd,23.69918739
UBQ14,I.GFP1.2nd,23.72574465
HYD1,I.GFP1.2nd,27.56564274
HYD1,I.GFP1.2nd,27.69303097
HYD1,I.GFP1.2nd,28.50792812
ACT7,I.HYD.1.2nd,20.04846017
ACT7,I.HYD.1.2nd,19.90111637
ACT7,I.HYD.1.2nd,19.90209051
TMN5,I.HYD.1.2nd,28.2482753
TMN5,I.HYD.1.2nd,28.50676653
TMN5,I.HYD.1.2nd,28.83056178
PP2A1,I.HYD.1.2nd,26.57615691
PP2A1,I.HYD.1.2nd,26.0968569
PP2A1,I.HYD.1.2nd,26.25095324
TBL6,I.HYD.1.2nd,NaN
TBL6,I.HYD.1.2nd,NaN
TBL6,I.HYD.1.2nd,NaN
UBQ7,I.HYD.1.2nd,20.30335024
UBQ7,I.HYD.1.2nd,19.94249718
UBQ7,I.HYD.1.2nd,20.05975038
UBQ14,I.HYD.1.2nd,26.33149883
UBQ14,I.HYD.1.2nd,26.1090853
UBQ14,I.HYD.1.2nd,26.24622181
HYD1,I.HYD.1.2nd,30.16218607
HYD1,I.HYD.1.2nd,30.50336109
HYD1,I.HYD.1.2nd,30.01297071
ACT7,I.HYD.1.4th,23.15821874
ACT7,I.HYD.1.4th,23.41383154
ACT7,I.HYD.1.4th,23.34322029
TMN5,I.HYD.1.4th,32.47673322
TMN5,I.HYD.1.4th,32.25164187
TMN5,I.HYD.1.4th,32.0459006
PP2A1,I.HYD.1.4th,29.11960921
PP2A1,I.HYD.1.4th,29.06698715
PP2A1,I.HYD.1.4th,29.19780421
TBL6,I.HYD.1.4th,NaN
TBL6,I.HYD.1.4th,NaN
TBL6,I.HYD.1.4th,NaN
UBQ7,I.HYD.1.4th,25.07124122
UBQ7,I.HYD.1.4th,24.55509667
UBQ7,I.HYD.1.4th,24.63158458
UBQ14,I.HYD.1.4th,29.24382714
UBQ14,I.HYD.1.4th,29.16163782
UBQ14,I.HYD.1.4th,29.35137264
HYD1,I.HYD.1.4th,32.1104738
HYD1,I.HYD.1.4th,32.15448449
HYD1,I.HYD.1.4th,34.27206891
ACT7,I.HYD.10.2nd,20.69855737
ACT7,I.HYD.10.2nd,20.36022116
ACT7,I.HYD.10.2nd,20.45132611
TMN5,I.HYD.10.2nd,29.5225369
TMN5,I.HYD.10.2nd,29.09799356
TMN5,I.HYD.10.2nd,29.3498565
PP2A1,I.HYD.10.2nd,27.13495167
PP2A1,I.HYD.10.2nd,26.88787852
PP2A1,I.HYD.10.2nd,26.95182919
TBL6,I.HYD.10.2nd,NaN
TBL6,I.HYD.10.2nd,NaN
TBL6,I.HYD.10.2nd,NaN
UBQ7,I.HYD.10.2nd,20.90243452
UBQ7,I.HYD.10.2nd,21.16865221
UBQ7,I.HYD.10.2nd,21.01858985
UBQ14,I.HYD.10.2nd,25.65879924
UBQ14,I.HYD.10.2nd,25.58531912
UBQ14,I.HYD.10.2nd,25.94456604
HYD1,I.HYD.10.2nd,28.14316499
HYD1,I.HYD.10.2nd,28.27662499
HYD1,I.HYD.10.2nd,28.24114834
ACT7,I.HYD.10.4th,20.96966311
ACT7,I.HYD.10.4th,21.03334015
ACT7,I.HYD.10.4th,21.4031711
TMN5,I.HYD.10.4th,29.19608759
TMN5,I.HYD.10.4th,28.92054025
TMN5,I.HYD.10.4th,29.08188394
PP2A1,I.HYD.10.4th,27.14016333
PP2A1,I.HYD.10.4th,27.11165498
PP2A1,I.HYD.10.4th,27.05118376
TBL6,I.HYD.10.4th,28.73438882
TBL6,I.HYD.10.4th,28.91526786
TBL6,I.HYD.10.4th,29.86386643
UBQ7,I.HYD.10.4th,26.56967443
UBQ7,I.HYD.10.4th,26.57715058
UBQ7,I.HYD.10.4th,26.96384081
UBQ14,I.HYD.10.4th,21.29093315
UBQ14,I.HYD.10.4th,21.25614736
UBQ14,I.HYD.10.4th,21.29558684
HYD1,I.HYD.10.4th,26.44540042
HYD1,I.HYD.10.4th,26.29851141
HYD1,I.HYD.10.4th,26.5085464
ACT7,I.HYD.11.2nd,23.04658674
ACT7,I.HYD.11.2nd,23.00782413
ACT7,I.HYD.11.2nd,22.82946315
TMN5,I.HYD.11.2nd,32.93475511
TMN5,I.HYD.11.2nd,32.42372809
TMN5,I.HYD.11.2nd,33.12394257
PP2A1,I.HYD.11.2nd,30.71836036
PP2A1,I.HYD.11.2nd,30.86303831
PP2A1,I.HYD.11.2nd,30.79018793
TBL6,I.HYD.11.2nd,35.73129445
TBL6,I.HYD.11.2nd,34.79045708
TBL6,I.HYD.11.2nd,34.8538238
UBQ7,I.HYD.11.2nd,33.68437615
UBQ7,I.HYD.11.2nd,32.4838858
UBQ7,I.HYD.11.2nd,31.83964323
UBQ14,I.HYD.11.2nd,27.21572243
UBQ14,I.HYD.11.2nd,27.34985067
UBQ14,I.HYD.11.2nd,27.438022
HYD1,I.HYD.11.2nd,33.89395648
HYD1,I.HYD.11.2nd,33.06153796
HYD1,I.HYD.11.2nd,32.34085178
ACT7,I.HYD.11.4th,22.2763335
ACT7,I.HYD.11.4th,21.7370844
ACT7,I.HYD.11.4th,21.61885766
TMN5,I.HYD.11.4th,32.26862614
TMN5,I.HYD.11.4th,33.21707175
TMN5,I.HYD.11.4th,32.74565908
PP2A1,I.HYD.11.4th,28.16962047
PP2A1,I.HYD.11.4th,28.24516234
PP2A1,I.HYD.11.4th,28.09843802
TBL6,I.HYD.11.4th,32.04939381
TBL6,I.HYD.11.4th,31.32624563
TBL6,I.HYD.11.4th,32.25992215
UBQ7,I.HYD.11.4th,27.87124346
UBQ7,I.HYD.11.4th,27.88281815
UBQ7,I.HYD.11.4th,27.30145296
UBQ14,I.HYD.11.4th,23.36858997
UBQ14,I.HYD.11.4th,23.47958996
UBQ14,I.HYD.11.4th,23.68455706
HYD1,I.HYD.11.4th,31.33960122
HYD1,I.HYD.11.4th,31.41541305
HYD1,I.HYD.11.4th,31.5066084
ACT7,I.HYD.12.2nd,21.25655983
ACT7,I.HYD.12.2nd,21.29620125
ACT7,I.HYD.12.2nd,21.35309142
TMN5,I.HYD.12.2nd,30.18581379
TMN5,I.HYD.12.2nd,30.81461851
TMN5,I.HYD.12.2nd,30.48051225
PP2A1,I.HYD.12.2nd,26.77928296
PP2A1,I.HYD.12.2nd,26.9922809
PP2A1,I.HYD.12.2nd,27.11177117
TBL6,I.HYD.12.2nd,29.65097485
TBL6,I.HYD.12.2nd,29.58312332
TBL6,I.HYD.12.2nd,30.16332725
UBQ7,I.HYD.12.2nd,26.1181034
UBQ7,I.HYD.12.2nd,26.32121962
UBQ7,I.HYD.12.2nd,28.92780744
UBQ14,I.HYD.12.2nd,21.60307071
UBQ14,I.HYD.12.2nd,21.65319927
UBQ14,I.HYD.12.2nd,21.83592657
HYD1,I.HYD.12.2nd,30.67082953
HYD1,I.HYD.12.2nd,30.08783709
HYD1,I.HYD.12.2nd,30.239152
ACT7,I.HYD.12.4th,28.39913997
ACT7,I.HYD.12.4th,28.45819379
ACT7,I.HYD.12.4th,28.57162005
TMN5,I.HYD.12.4th,36.0290427
TMN5,I.HYD.12.4th,36.07566201
TMN5,I.HYD.12.4th,NaN
PP2A1,I.HYD.12.4th,34.0198588
PP2A1,I.HYD.12.4th,35.18819764
PP2A1,I.HYD.12.4th,33.7281552
TBL6,I.HYD.12.4th,NaN
TBL6,I.HYD.12.4th,NaN
TBL6,I.HYD.12.4th,NaN
UBQ7,I.HYD.12.4th,29.69923275
UBQ7,I.HYD.12.4th,30.019463
UBQ7,I.HYD.12.4th,29.63593113
UBQ14,I.HYD.12.4th,33.66120357
UBQ14,I.HYD.12.4th,33.68820934
UBQ14,I.HYD.12.4th,34.66336688
HYD1,I.HYD.12.4th,NaN
HYD1,I.HYD.12.4th,34.38732685
HYD1,I.HYD.12.4th,35.61881339
ACT7,I.HYD.13.2nd,19.96434608
ACT7,I.HYD.13.2nd,19.95280242
ACT7,I.HYD.13.2nd,19.81566401
TMN5,I.HYD.13.2nd,29.13901258
TMN5,I.HYD.13.2nd,29.44063358
TMN5,I.HYD.13.2nd,31.00236035
PP2A1,I.HYD.13.2nd,26.10990467
PP2A1,I.HYD.13.2nd,27.11147378
PP2A1,I.HYD.13.2nd,26.91847559
TBL6,I.HYD.13.2nd,29.4022514
TBL6,I.HYD.13.2nd,30.30783635
TBL6,I.HYD.13.2nd,29.28663457
UBQ7,I.HYD.13.2nd,21.9294236
UBQ7,I.HYD.13.2nd,21.35275129
UBQ7,I.HYD.13.2nd,21.1096187
UBQ14,I.HYD.13.2nd,26.03485556
UBQ14,I.HYD.13.2nd,25.72683576
UBQ14,I.HYD.13.2nd,26.08288196
HYD1,I.HYD.13.2nd,28.69018563
HYD1,I.HYD.13.2nd,28.56249088
HYD1,I.HYD.13.2nd,29.13371075
ACT7,I.HYD.13.4th,21.33270285
ACT7,I.HYD.13.4th,21.50863262
ACT7,I.HYD.13.4th,21.25800945
TMN5,I.HYD.13.4th,30.3471037
TMN5,I.HYD.13.4th,30.24655147
TMN5,I.HYD.13.4th,31.01952219
PP2A1,I.HYD.13.4th,27.29804088
PP2A1,I.HYD.13.4th,27.37196973
PP2A1,I.HYD.13.4th,27.33217033
TBL6,I.HYD.13.4th,29.70584937
TBL6,I.HYD.13.4th,30.13118904
TBL6,I.HYD.13.4th,29.53013342
UBQ7,I.HYD.13.4th,22.12825005
UBQ7,I.HYD.13.4th,22.97016141
UBQ7,I.HYD.13.4th,NaN
UBQ14,I.HYD.13.4th,27.01989883
UBQ14,I.HYD.13.4th,27.05788308
UBQ14,I.HYD.13.4th,26.99310848
HYD1,I.HYD.13.4th,30.44689736
HYD1,I.HYD.13.4th,30.21848619
HYD1,I.HYD.13.4th,30.25225781
ACT7,I.HYD.15.2nd,20.62829736
ACT7,I.HYD.15.2nd,20.4848268
ACT7,I.HYD.15.2nd,20.90122491
TMN5,I.HYD.15.2nd,30.38653351
TMN5,I.HYD.15.2nd,30.33958552
TMN5,I.HYD.15.2nd,30.36238407
PP2A1,I.HYD.15.2nd,26.47286768
PP2A1,I.HYD.15.2nd,26.59404177
PP2A1,I.HYD.15.2nd,26.6440314
TBL6,I.HYD.15.2nd,29.76892948
TBL6,I.HYD.15.2nd,29.73013607
TBL6,I.HYD.15.2nd,29.4146553
UBQ7,I.HYD.15.2nd,22.18881744
UBQ7,I.HYD.15.2nd,22.4270352
UBQ7,I.HYD.15.2nd,22.01021974
UBQ14,I.HYD.15.2nd,26.07174337
UBQ14,I.HYD.15.2nd,25.89515902
UBQ14,I.HYD.15.2nd,26.1032518
HYD1,I.HYD.15.2nd,29.74021383
HYD1,I.HYD.15.2nd,29.21184405
HYD1,I.HYD.15.2nd,29.41000334
ACT7,I.HYD.15.4th,20.34403163
ACT7,I.HYD.15.4th,20.39029991
ACT7,I.HYD.15.4th,20.41240073
TMN5,I.HYD.15.4th,29.04168422
TMN5,I.HYD.15.4th,29.53653509
TMN5,I.HYD.15.4th,29.4745841
PP2A1,I.HYD.15.4th,26.88393361
PP2A1,I.HYD.15.4th,26.25515812
PP2A1,I.HYD.15.4th,26.06953808
TBL6,I.HYD.15.4th,NaN
TBL6,I.HYD.15.4th,NaN
TBL6,I.HYD.15.4th,NaN
UBQ7,I.HYD.15.4th,21.95882814
UBQ7,I.HYD.15.4th,21.57121628
UBQ7,I.HYD.15.4th,21.8292358
UBQ14,I.HYD.15.4th,26.9566428
UBQ14,I.HYD.15.4th,27.56648871
UBQ14,I.HYD.15.4th,27.0774252
HYD1,I.HYD.15.4th,27.90199821
HYD1,I.HYD.15.4th,28.04075893
HYD1,I.HYD.15.4th,27.75436463
ACT7,I.HYD.16.2nd,21.4662522
ACT7,I.HYD.16.2nd,21.37815671
ACT7,I.HYD.16.2nd,21.38624111
TMN5,I.HYD.16.2nd,30.64278051
TMN5,I.HYD.16.2nd,30.46409494
TMN5,I.HYD.16.2nd,30.38948139
PP2A1,I.HYD.16.2nd,27.14611251
PP2A1,I.HYD.16.2nd,27.12731452
PP2A1,I.HYD.16.2nd,26.75973433
TBL6,I.HYD.16.2nd,28.78420319
TBL6,I.HYD.16.2nd,28.97132736
TBL6,I.HYD.16.2nd,29.24861679
UBQ7,I.HYD.16.2nd,21.63522877
UBQ7,I.HYD.16.2nd,21.75943967
UBQ7,I.HYD.16.2nd,22.08424592
UBQ14,I.HYD.16.2nd,26.33929928
UBQ14,I.HYD.16.2nd,26.52993055
UBQ14,I.HYD.16.2nd,26.33005172
HYD1,I.HYD.16.2nd,30.14795706
HYD1,I.HYD.16.2nd,29.76090468
HYD1,I.HYD.16.2nd,29.90051659
ACT7,I.HYD.17.2nd,23.82250194
ACT7,I.HYD.17.2nd,23.35125122
ACT7,I.HYD.17.2nd,23.54663072
TMN5,I.HYD.17.2nd,33.17373785
TMN5,I.HYD.17.2nd,33.63028111
TMN5,I.HYD.17.2nd,33.43498848
PP2A1,I.HYD.17.2nd,30.78479643
PP2A1,I.HYD.17.2nd,30.94936981
PP2A1,I.HYD.17.2nd,30.46549123
TBL6,I.HYD.17.2nd,NaN
TBL6,I.HYD.17.2nd,NaN
TBL6,I.HYD.17.2nd,NaN
UBQ7,I.HYD.17.2nd,25.51021306
UBQ7,I.HYD.17.2nd,25.75450042
UBQ7,I.HYD.17.2nd,25.48074984
UBQ14,I.HYD.17.2nd,30.33557516
UBQ14,I.HYD.17.2nd,31.15660146
UBQ14,I.HYD.17.2nd,30.60103096
HYD1,I.HYD.17.2nd,34.32556741
HYD1,I.HYD.17.2nd,33.4039101
HYD1,I.HYD.17.2nd,33.12146133
ACT7,I.HYD.18.2nd,20.14895419
ACT7,I.HYD.18.2nd,20.88352923
ACT7,I.HYD.18.2nd,20.42941629
TMN5,I.HYD.18.2nd,28.5673942
TMN5,I.HYD.18.2nd,29.52297364
TMN5,I.HYD.18.2nd,28.54832796
PP2A1,I.HYD.18.2nd,26.24843945
PP2A1,I.HYD.18.2nd,26.02475341
PP2A1,I.HYD.18.2nd,26.50678692
TBL6,I.HYD.18.2nd,30.12131643
TBL6,I.HYD.18.2nd,28.86641947
TBL6,I.HYD.18.2nd,29.08741456
UBQ7,I.HYD.18.2nd,19.93432247
UBQ7,I.HYD.18.2nd,19.7047935
UBQ7,I.HYD.18.2nd,19.84866554
UBQ14,I.HYD.18.2nd,25.30440048
UBQ14,I.HYD.18.2nd,26.2736846
UBQ14,I.HYD.18.2nd,25.60603334
HYD1,I.HYD.18.2nd,28.52646715
HYD1,I.HYD.18.2nd,28.39223622
HYD1,I.HYD.18.2nd,28.74264253
ACT7,I.HYD.18.4th,22.14560122
ACT7,I.HYD.18.4th,22.12216595
ACT7,I.HYD.18.4th,22.25284425
TMN5,I.HYD.18.4th,31.29026238
TMN5,I.HYD.18.4th,31.71539513
TMN5,I.HYD.18.4th,31.5396812
PP2A1,I.HYD.18.4th,28.86819847
PP2A1,I.HYD.18.4th,28.69022461
PP2A1,I.HYD.18.4th,29.00449384
TBL6,I.HYD.18.4th,32.60656864
TBL6,I.HYD.18.4th,33.24304815
TBL6,I.HYD.18.4th,32.25509408
UBQ7,I.HYD.18.4th,23.4957611
UBQ7,I.HYD.18.4th,23.44728158
UBQ7,I.HYD.18.4th,23.68237793
UBQ14,I.HYD.18.4th,28.10195011
UBQ14,I.HYD.18.4th,28.34050651
UBQ14,I.HYD.18.4th,28.47730508
HYD1,I.HYD.18.4th,30.25136745
HYD1,I.HYD.18.4th,30.4769811
HYD1,I.HYD.18.4th,30.8798781
ACT7,I.HYD.19.4th,21.66847479
ACT7,I.HYD.19.4th,21.75153934
ACT7,I.HYD.19.4th,21.6780716
TMN5,I.HYD.19.4th,31.89996641
TMN5,I.HYD.19.4th,31.79505376
TMN5,I.HYD.19.4th,32.00232117
PP2A1,I.HYD.19.4th,27.92761047
PP2A1,I.HYD.19.4th,27.56700815
PP2A1,I.HYD.19.4th,27.5016065
TBL6,I.HYD.19.4th,NaN
TBL6,I.HYD.19.4th,NaN
TBL6,I.HYD.19.4th,NaN
UBQ7,I.HYD.19.4th,24.06852645
UBQ7,I.HYD.19.4th,23.68210933
UBQ7,I.HYD.19.4th,23.47043413
UBQ14,I.HYD.19.4th,29.01556336
UBQ14,I.HYD.19.4th,28.89010417
UBQ14,I.HYD.19.4th,29.24207315
HYD1,I.HYD.19.4th,31.07624641
HYD1,I.HYD.19.4th,31.9216501
HYD1,I.HYD.19.4th,31.98309764
ACT7,I.HYD.2.2nd,21.05993478
ACT7,I.HYD.2.2nd,20.88828888
ACT7,I.HYD.2.2nd,20.9777542
TMN5,I.HYD.2.2nd,29.3571983
TMN5,I.HYD.2.2nd,29.10873122
TMN5,I.HYD.2.2nd,30.0429824
PP2A1,I.HYD.2.2nd,25.78485129
PP2A1,I.HYD.2.2nd,26.59060276
PP2A1,I.HYD.2.2nd,26.50062982
TBL6,I.HYD.2.2nd,NaN
TBL6,I.HYD.2.2nd,NaN
TBL6,I.HYD.2.2nd,NaN
UBQ7,I.HYD.2.2nd,21.49439011
UBQ7,I.HYD.2.2nd,21.4319505
UBQ7,I.HYD.2.2nd,21.6808443
UBQ14,I.HYD.2.2nd,26.09116518
UBQ14,I.HYD.2.2nd,26.09223539
UBQ14,I.HYD.2.2nd,26.19566753
HYD1,I.HYD.2.2nd,29.5942354
HYD1,I.HYD.2.2nd,29.66229007
HYD1,I.HYD.2.2nd,29.52222681
ACT7,I.HYD.2.4th,20.79524803
ACT7,I.HYD.2.4th,20.84345696
ACT7,I.HYD.2.4th,20.80333549
TMN5,I.HYD.2.4th,29.14608094
TMN5,I.HYD.2.4th,29.13038111
TMN5,I.HYD.2.4th,29.00143131
PP2A1,I.HYD.2.4th,26.12795438
PP2A1,I.HYD.2.4th,26.55308804
PP2A1,I.HYD.2.4th,26.12974358
TBL6,I.HYD.2.4th,NaN
TBL6,I.HYD.2.4th,NaN
TBL6,I.HYD.2.4th,NaN
UBQ7,I.HYD.2.4th,20.54594679
UBQ7,I.HYD.2.4th,20.59005604
UBQ7,I.HYD.2.4th,20.90371615
UBQ14,I.HYD.2.4th,26.47171034
UBQ14,I.HYD.2.4th,26.17231641
UBQ14,I.HYD.2.4th,26.51636079
HYD1,I.HYD.2.4th,28.57692097
HYD1,I.HYD.2.4th,29.02468755
HYD1,I.HYD.2.4th,28.917827
ACT7,I.HYD.20.2nd,23.01653368
ACT7,I.HYD.20.2nd,22.99600862
ACT7,I.HYD.20.2nd,22.84143247
TMN5,I.HYD.20.2nd,31.38029849
TMN5,I.HYD.20.2nd,32.59549746
TMN5,I.HYD.20.2nd,32.14531877
PP2A1,I.HYD.20.2nd,29.246049
PP2A1,I.HYD.20.2nd,28.80555845
PP2A1,I.HYD.20.2nd,28.96880609
TBL6,I.HYD.20.2nd,NaN
TBL6,I.HYD.20.2nd,NaN
TBL6,I.HYD.20.2nd,NaN
UBQ7,I.HYD.20.2nd,23.59065782
UBQ7,I.HYD.20.2nd,23.94699733
UBQ7,I.HYD.20.2nd,23.60821617
UBQ14,I.HYD.20.2nd,28.1783681
UBQ14,I.HYD.20.2nd,28.3708176
UBQ14,I.HYD.20.2nd,28.5859497
HYD1,I.HYD.20.2nd,30.33847916
HYD1,I.HYD.20.2nd,30.65392692
HYD1,I.HYD.20.2nd,30.42768822
ACT7,I.HYD.20.4th,27.27254101
ACT7,I.HYD.20.4th,27.42738515
ACT7,I.HYD.20.4th,27.35111018
TMN5,I.HYD.20.4th,36.77335261
TMN5,I.HYD.20.4th,36.18474052
TMN5,I.HYD.20.4th,37.22626466
PP2A1,I.HYD.20.4th,34.63804425
PP2A1,I.HYD.20.4th,34.50649796
PP2A1,I.HYD.20.4th,34.2214824
TBL6,I.HYD.20.4th,34.70988079
TBL6,I.HYD.20.4th,35.75943028
TBL6,I.HYD.20.4th,NaN
UBQ7,I.HYD.20.4th,32.80801328
UBQ7,I.HYD.20.4th,33.23472032
UBQ7,I.HYD.20.4th,33.34939068
UBQ14,I.HYD.20.4th,29.64988304
UBQ14,I.HYD.20.4th,30.08854259
UBQ14,I.HYD.20.4th,29.9405381
HYD1,I.HYD.20.4th,36.97218742
HYD1,I.HYD.20.4th,34.15817133
HYD1,I.HYD.20.4th,35.73193253
ACT7,I.HYD.21.2nd,21.61471876
ACT7,I.HYD.21.2nd,21.34134855
ACT7,I.HYD.21.2nd,21.1994269
TMN5,I.HYD.21.2nd,29.38347735
TMN5,I.HYD.21.2nd,30.1179695
TMN5,I.HYD.21.2nd,30.30082686
PP2A1,I.HYD.21.2nd,28.5310264
PP2A1,I.HYD.21.2nd,28.46050787
PP2A1,I.HYD.21.2nd,28.51560183
TBL6,I.HYD.21.2nd,32.21136174
TBL6,I.HYD.21.2nd,31.7547261
TBL6,I.HYD.21.2nd,31.18152739
UBQ7,I.HYD.21.2nd,29.8554591
UBQ7,I.HYD.21.2nd,29.38672734
UBQ7,I.HYD.21.2nd,28.78337162
UBQ14,I.HYD.21.2nd,24.49407277
UBQ14,I.HYD.21.2nd,25.19068386
UBQ14,I.HYD.21.2nd,24.8993046
HYD1,I.HYD.21.2nd,32.22926041
HYD1,I.HYD.21.2nd,31.73526642
HYD1,I.HYD.21.2nd,32.18088331
ACT7,I.HYD.21.4th,23.02295586
ACT7,I.HYD.21.4th,22.70824515
ACT7,I.HYD.21.4th,22.60523993
TMN5,I.HYD.21.4th,32.22696774
TMN5,I.HYD.21.4th,32.01257629
TMN5,I.HYD.21.4th,32.61145816
PP2A1,I.HYD.21.4th,28.87629277
PP2A1,I.HYD.21.4th,28.23243291
PP2A1,I.HYD.21.4th,28.54483968
TBL6,I.HYD.21.4th,33.1168958
TBL6,I.HYD.21.4th,33.43282992
TBL6,I.HYD.21.4th,32.57319652
UBQ7,I.HYD.21.4th,30.02567595
UBQ7,I.HYD.21.4th,29.44614307
UBQ7,I.HYD.21.4th,29.18863214
UBQ14,I.HYD.21.4th,24.31594354
UBQ14,I.HYD.21.4th,24.70525646
UBQ14,I.HYD.21.4th,24.38105753
HYD1,I.HYD.21.4th,35.57157044
HYD1,I.HYD.21.4th,34.38694377
HYD1,I.HYD.21.4th,34.30112178
ACT7,I.HYD.22.2nd,23.79903923
ACT7,I.HYD.22.2nd,23.7915758
ACT7,I.HYD.22.2nd,24.26277923
TMN5,I.HYD.22.2nd,33.48601442
TMN5,I.HYD.22.2nd,34.05164225
TMN5,I.HYD.22.2nd,35.66202408
PP2A1,I.HYD.22.2nd,28.3974156
PP2A1,I.HYD.22.2nd,28.72138527
PP2A1,I.HYD.22.2nd,28.59532134
TBL6,I.HYD.22.2nd,30.40770414
TBL6,I.HYD.22.2nd,30.67403512
TBL6,I.HYD.22.2nd,30.35985439
UBQ7,I.HYD.22.2nd,29.05165452
UBQ7,I.HYD.22.2nd,29.89071616
UBQ7,I.HYD.22.2nd,29.64622853
